feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,ACOT7_1,ACOT7_2,ACOT7_3,CEPT1_1,CEPT1_2,CEPT1_3,DECR2_1,DECR2_2,DECR2_3,ELOVL5_1,ELOVL5_2,ELOVL5_3,HSD17B12_1,HSD17B12_2,HSD17B12_3,MPDU1_1,MPDU1_2,MPDU1_3,ORMDL2_1,ORMDL2_2,ORMDL2_3,ORMDL2_4,ORMDL2_5,ORMDL2_6,SGMS1_1,SGMS1_2,SGMS1_3
PC 18:0;0_18:2;0,0.159499245,0.162070653,0.168078941,0.368483176,0.378829644,0.381585586,0.147560787,0.138384154,0.13877915,0.30959248,0.281434328,0.295507479,0.181609488,0.176581019,0.17884878,0.088395344,0.089594132,0.076808994,0.189368919,0.198010928,0.193557254,0.125929539,0.136655834,0.137195617,0.165686005,0.147200173,0.164105994,0.16059226,0.157138528,0.148124145
PC 18:1;0_18:1;0,3.167534402,3.326603225,3.21008302,2.181372672,2.143391237,2.388362642,2.491901959,2.568028286,2.442492564,3.228442441,2.970674512,3.064699077,2.206575185,2.251211425,2.207290881,3.000099613,3.109418071,3.145006167,2.518125386,2.492611485,2.803777111,4.495340271,4.519789835,4.789753436,3.081040108,2.841055706,3.150071362,3.298759617,3.316981044,3.270440476
PC 14:0;0_22:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_20:3;0,0.108367576,0.120823203,0.132210242,0.558947217,0.483981988,0.486092453,0.085373237,0.074639252,0.079989827,0.152541678,0.148716064,0.146699843,0.101758577,0.09981735,0.098764683,0.088865023,0.089638004,0.077618471,0.122972525,0.114671881,0.111762805,0.071119997,0.07175143,0.073575199,0.115372721,0.101988665,0.119505759,0.10671452,0.110005988,0.099795396
PC 16:1;0_20:2;0,0.022075757,0.025132302,0.029359168,0.020898134,0.021203242,0.020426305,0.019769862,0.020355072,0.019047584,0.016405381,0.013938751,0.015327105,0.023473283,0.023030001,0.020511049,0.052823506,0.045683516,0.037396905,0.017679812,0.016298569,0.018904805,0.025319021,0.023544283,0.022906588,0.030924206,0.02630275,0.027971884,0.019269085,0.017459579,0.01747463
PC 16:2;0_20:1;0,,,,,,,,0.001433667,,0.001516977,,,,,,,0.001369924,0.001026419,,0.001028033,,,,,0.001713551,0.001161808,,,,
PC 18:0;0_18:3;0,0.014312411,0.015549909,0.018728732,0.024591567,0.026533714,0.01989634,0.01316952,0.008080296,0.011992572,0.019918203,0.016800301,0.021727773,0.020355618,0.017699975,0.018658903,0.013942723,0.01211618,0.006453017,0.015677707,0.014623669,0.015333403,0.01294116,0.016222358,0.015514179,0.018273003,0.014933331,0.016915769,0.015185028,0.010920298,0.014588518
PC 18:1;0_18:2;0,0.255493244,0.268748054,0.278288671,0.548666854,0.505945492,0.552555464,0.315725046,0.312980152,0.292958307,0.343354957,0.320191754,0.335576709,0.303991217,0.30831743,0.304352103,0.416040344,0.459680164,0.468258348,0.276702637,0.272517889,0.296892711,0.322658504,0.322619249,0.34699462,0.308439015,0.271447562,0.296564463,0.29063279,0.303113341,0.288593936
PC 14:0;0_22:4;0,,0.002284147,,0.007121337,0.008106201,0.007371363,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_20:4;0,0.118880866,0.125578733,0.110445025,1.163195398,0.960114155,0.862810159,0.071480667,0.068798642,0.076202874,0.154207112,0.167314777,0.144131471,0.108498104,0.108871635,0.109248961,0.056668914,0.074781311,0.092411249,0.122969977,0.129746422,0.11733012,0.055064564,0.045023384,0.041299884,0.119520148,0.104594822,0.117187355,0.096875438,0.110070289,0.06772746
PC 16:1;0_20:3;0,0.034554907,0.035261632,0.032521421,0.10408603,0.10249691,0.083152448,0.023150463,0.024905956,0.023744356,0.023575371,0.022717502,0.02303615,0.042469518,0.045734685,0.044440944,0.051096066,0.054058879,0.064115954,0.030350598,0.03047804,0.02977846,0.021475277,0.019083521,0.015478736,0.037823519,0.033077527,0.036012965,0.027301761,0.027201895,0.020281809
PC 18:1;0_18:3;0,0.056752205,0.054106537,0.085357646,0.100845452,0.099500753,0.080528581,0.038729161,0.038492409,0.040616089,0.065850024,0.047693784,0.069330669,0.069011868,0.068714026,0.061438032,0.083478734,0.070498307,0.055106818,0.053822847,0.048501106,0.055360893,0.042440531,0.070295114,0.056960494,0.0622888,0.053958321,0.065471333,0.067582562,0.049529179,0.069532001
PC 18:2;0_18:2;0,0.006780426,0.007783891,0.008366078,0.042813621,0.038817052,0.037757188,0.007817399,0.00797827,0.008588936,0.011130128,0.00757957,0.009731279,0.010728173,0.010656036,0.009483316,0.00987444,0.011760024,0.013432177,0.006406881,0.006720022,0.007931256,0.005733993,0.00564344,0.004581205,0.007335777,0.006936071,0.00677895,0.007398577,0.005395304,0.005764426
PC 14:0;0_22:5;0,0.012510245,0.012784652,0.013378206,0.026199762,0.031026036,0.031442194,0.006618532,0.005982417,0.005190279,0.007665276,0.011052091,0.008885339,0.008164776,0.006597207,0.007565907,0.005551765,0.006525325,0.006005443,0.009163776,0.00879555,0.01012695,,,,0.00871583,0.007904262,0.009108956,0.007436652,0.008071932,0.005415191
PC 16:0;0_20:5;0,0.041980637,0.044557907,0.047633771,0.426663298,0.404169049,0.419451378,0.043433539,0.042277404,0.044637205,0.097563291,0.104307507,0.099275485,0.05995149,0.056800224,0.060728091,0.029524014,0.03478333,0.038002561,0.058464831,0.0532532,0.047184192,0.035928448,0.031173696,0.027972723,0.067042964,0.055112032,0.059213529,0.06371492,0.069884513,0.046439334
PC 16:1;0_20:4;0,0.039843744,0.037736269,0.047729916,0.143452528,0.145855114,0.121849916,0.028297636,0.028235391,0.026275706,0.032667159,0.028206818,0.029839059,0.053194019,0.058262358,0.053713809,0.049897868,0.049877361,0.044431157,0.025079039,0.023526212,0.023500748,0.026042422,0.024941955,0.023951596,0.048598242,0.037436007,0.049118877,0.025824508,0.023475731,0.024061543
PC 18:2;0_18:3;0,,0.001439984,,0.014369321,0.014840401,0.007768577,,,,0.005525915,0.004349149,,0.005621457,0.003177905,0.004422707,0.013068328,0.01049688,0.004060388,0.003538349,0.003590582,0.003770332,,,,,,,,,0.007837322
PC 14:0;0_22:6;0,,,,0.033932523,0.033472338,0.039322937,,,,,0.010468217,,,,,,,,,,,,,,,,,,,
PC 14:1;0_22:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:1;0_20:5;0,0.041899765,0.053483325,0.064244692,0.078309688,0.088999352,0.063449203,,,,0.033069205,0.024025963,,0.025202947,0.025178703,0.025558903,,,0.018354891,0.017142435,,,,,,0.042263309,0.037980167,0.03851055,0.033222846,0.032543727,0.026693315
PC 16:2;0_20:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 18:3;0_18:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 14:1;0_22:6;0,,0.108948486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 15:0;0_22:1;0,,0.001414121,0.001319749,0.000732451,,,,0.000692883,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_21:1;0,0.005102932,0.005223547,0.006265869,0.005949784,0.005228492,0.006310838,0.005176739,0.003771033,0.005633214,0.005259853,0.005005266,0.004478144,,0.002891728,0.002991771,,,,0.003903143,0.003421612,0.003477428,0.00459008,0.006228512,0.005714905,0.003535088,0.004533734,0.003475171,0.004358829,0.004494212,0.004573852
PC 17:0;0_20:1;0,0.005120397,0.004304791,0.005660924,0.004091584,0.004199995,0.00476408,0.003669139,0.003171055,0.003956933,0.005564049,0.004494517,0.00361505,0.00167867,0.001462304,0.002309353,0.011384682,0.005771089,,0.003024396,0.002791099,0.002948449,0.002985625,0.004093961,0.00340034,0.002904076,0.004181654,0.003474233,0.003487722,0.003882619,0.003262186
PC 17:1;0_20:0;0,0.002206408,,0.002054065,,0.000701833,,,,0.001037084,,0.001970196,0.001428167,,,,,,,0.001568349,0.001767809,0.001291407,,0.000943998,,0.001114716,0.001746735,0.001570912,,,0.000734609
PC 18:0;0_19:1;0,0.006753797,0.005075474,0.007326582,0.005704504,0.005826467,0.007297479,0.005271355,0.003402825,0.005314042,0.008661022,0.007506084,0.006155613,0.003790026,0.003565141,0.004486981,0.008697527,0.008519048,,0.005538998,0.005349071,0.005409034,0.004411309,0.004899384,0.005588029,0.003685592,0.005282854,0.004268922,0.00572905,0.004946944,0.004713881
PC 18:1;0_19:0;0,0.018331349,0.016249599,0.020375512,0.015782153,0.015308487,0.017283451,0.013987806,0.012382734,0.012450648,0.022251014,0.021135161,0.017284747,0.012414527,0.012853408,0.015564295,,,,0.017445771,0.015037634,0.014349467,0.013234284,0.016327418,0.015742644,0.012227787,0.016469069,0.012475967,0.016945477,0.020088597,0.018035015
PC 16:0;0_21:2;0,0.005605367,,,0.008255729,0.007687787,0.007726202,,,0.004157704,0.006856988,0.005407901,0.00650188,,,,,0.004370984,,0.004574173,0.004070018,,,,,0.006838534,,,,0.006053005,0.006203474
PC 16:1;0_21:1;0,0.005121456,0.006061498,,,,,0.005543361,0.00669575,0.005525064,0.005530145,0.003958909,0.005036256,,0.00614819,0.004630863,0.012570257,0.009948683,0.01103494,0.006424664,0.005076845,0.00655757,0.006829925,0.008311465,,0.006091217,0.006492822,0.006468408,0.00747751,0.00654786,0.006573013
PC 17:0;0_20:2;0,,,0.024559869,0.009229008,0.009507431,0.007037777,,,,0.007335593,0.003871023,0.005090267,,,,0.017851227,0.005121826,0.000887566,,,0.002225378,,0.003721682,0.004746874,0.001648784,0.001613131,,0.002630518,,0.005874569
PC 17:1;0_20:1;0,0.017288299,0.019131227,0.016783967,0.006734902,0.005795161,0.008051341,0.015725589,0.018874919,0.014402407,0.016869135,0.016855006,0.016521721,0.008202571,0.007882382,0.007379057,0.004079891,0.004963228,0.007028466,0.010998537,0.010715132,0.014361922,0.020363939,0.01750868,0.01570457,0.016430419,0.013595754,0.01466791,0.011532766,0.013453842,0.010051057
PC 18:0;0_19:2;0,0.017444347,0.015555159,0.016809174,0.008858001,0.008955382,0.0103663,0.003589087,0.0041804,0.007066946,0.016906281,0.012817554,0.015464613,0.010123433,0.007413619,0.005128866,,0.00249251,0.004358012,0.005827042,0.005604701,0.005459109,0.01217037,0.006780422,0.006020131,0.00468825,0.002900598,0.009897217,0.006326881,0.005668843,0.004514275
PC 18:1;0_19:1;0,0.085737088,0.089155302,0.108077198,0.048524393,0.048662919,0.054100378,0.032604515,0.034144155,0.029373718,0.079529982,0.084530847,0.084412607,0.040169785,0.039978797,0.039972973,0.054584827,0.051827262,0.067171896,0.054231689,0.05023774,0.063460783,0.062094273,0.059886614,0.059917738,0.051654421,0.052178623,0.056006016,0.077708778,0.071107341,0.064680182
PC 18:2;0_19:0;0,,,,0.00547513,0.00489685,0.006480181,,,,0.00458452,0.005736099,0.004865298,,,,,,,,,,,,,0.002335088,,,,,0.002485817
PC 15:0;0_22:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_21:3;0,0.001865114,0.001507144,,0.012194145,0.010718669,0.009362089,0.002170965,0.002512697,,0.003600924,0.002300609,0.003030099,,0.001681144,,,,0.002629317,0.002169236,0.001568174,0.002508174,0.002027101,,,,0.001569446,0.002754326,,0.002229133,0.00200304
PC 16:1;0_21:2;0,,,,,,,,,,,,0.002090617,,,,,,,,,,,,,,,,,,
PC 17:0;0_20:3;0,0.001866936,0.00176053,0.001634928,0.020651484,0.018568121,0.019834796,0.00176625,,,0.003626776,0.00370514,,0.002642687,0.002027706,0.002633376,0.00153244,0.00157388,0.003097313,0.002813658,0.003323143,0.002713327,0.001751932,,,0.002623177,0.001725154,0.002370106,,0.002423629,0.001490859
PC 17:1;0_20:2;0,0.000866621,0.001322331,0.001459548,0.003678573,0.004008194,0.004956841,0.001179523,0.000712632,,0.000883969,0.001251774,,0.000989934,0.000729552,0.000931409,0.000559384,0.000604285,0.001462031,0.000951854,0.001100195,0.001033255,0.000826959,0.000558647,,0.001152445,0.000528525,0.001125528,0.000631883,0.000939371,0.000673122
PC 18:0;0_19:3;0,,,,0.003757586,,0.003129015,,,,,,0.002155555,,,,,,,,0.001069413,,,,,,0.000865056,,,,
PC 18:1;0_19:2;0,0.01503894,0.013529868,0.020168654,0.016364188,0.020516078,0.015159525,0.011301533,0.012018245,,0.015085215,0.009842748,0.014575938,0.011988476,0.008857321,0.01025705,0.016961551,0.012890723,0.007903752,0.010950841,0.010574221,0.01192219,0.013594493,0.014161044,,0.018405541,0.01100955,0.016038965,0.012195268,0.012653895,0.011813754
PC 18:2;0_19:1;0,0.00260287,0.002917454,0.002773029,0.007918007,0.007907729,0.00794124,0.002565473,0.002623161,,0.005158832,0.005044213,0.003778388,,0.002070532,0.003055914,0.003334782,0.004526069,0.007066378,0.002190062,0.002446466,0.002462131,0.002203855,,,0.002971074,0.001946554,0.002905443,0.002870785,0.003192702,0.001644234
PC 15:0;0_22:4;0,,,,0.008966335,0.006407021,0.005118206,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_21:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:1;0_21:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 17:0;0_20:4;0,,,0.006757391,0.072598608,0.051210873,0.043752937,,,,,,0.007007095,0.006747124,,0.005633821,,0.004241865,,0.004981064,,,,,,,,,0.006017942,,
PC 17:1;0_20:3;0,,,0.010093728,0.032184545,0.027268628,0.023439442,,,,,,0.006806501,0.006854593,,0.007448708,,0.012391225,,0.009036763,,,,,,,,,0.008288077,,
PC 18:1;0_19:3;0,,,,,0.022713868,0.016066128,,,,,,,,,,,,,,,,,,,,,,,,
PC 15:0;0_22:5;0,,0.00663696,0.012536568,0.016423139,0.013963356,0.014439159,,,,0.006893472,0.004481075,0.009078228,,0.008609353,,,0.009197597,0.007634389,0.008040318,,,,,,,,0.004591668,,0.020541962,0.011893111
PC 17:0;0_20:5;0,,,,0.020800661,0.017149189,0.017132777,,0.008912925,,,,,,,,,,,0.000794843,,0.002162644,,,,,,,,,
PC 17:1;0_20:4;0,,0.008625259,0.016321806,0.063635108,0.058193718,0.055767976,0.008332425,,,0.016007253,0.007859711,0.016267165,,0.012614987,0.024192285,0.021642372,0.016133389,0.00919925,0.009389912,0.017309711,0.013999816,,,,,0.015179631,0.005662885,,,0.014293172
PC 15:0;0_22:6;0,,,0.011991047,0.01889889,0.020832133,0.011126902,,,,,,,,,,,0.008928898,,,,,,,,,,,,,0.028913326
PC 17:1;0_20:5;0,,,,0.048162182,0.050607606,0.023474452,,,,,,0.029361597,,,,,0.016214254,,,,,,,,,,,,,
PC 14:0;0_24:1;0,0.003680594,0.002349271,0.002326091,,,,0.003410894,0.003340304,0.002581177,0.000789369,,0.001210117,0.001002337,0.001014571,0.001247587,,,,0.002103937,0.002454061,0.002022976,0.001756824,0.001600999,0.001185867,0.002350869,0.001562053,0.00161915,0.000921795,0.001770592,0.001282951
PC 14:1;0_24:0;0,,0.001991166,,,,,,,,,,,,,,,,,,,,,,,,,0.001563796,,,
PC 16:0;0_22:1;0,0.008125769,0.00601813,0.007129516,0.011833917,0.010840073,0.010832634,0.008813635,0.010773014,0.00529888,0.008928646,0.010072935,0.010258539,0.008822395,0.007996269,0.008148544,,0.003704039,0.002381632,0.008902722,0.008980467,0.007674373,0.010166377,0.009827708,0.008359973,0.010215407,0.009885237,0.008729036,0.010784743,0.010929022,0.010703448
PC 16:1;0_22:0;0,0.006472395,0.004324952,0.007163341,,,,,,0.002599309,0.00238805,0.002865798,0.002649103,0.005877276,0.005565533,0.005139924,,,0.001835167,0.006207919,0.006316964,0.004924453,0.004159175,0.005415906,0.004310387,0.0075577,0.007089756,0.006892806,0.004321068,0.005259032,0.005903244
PC 18:0;0_20:1;0,0.024171898,0.017030359,0.019508038,0.011510669,0.010929272,0.01117939,0.017920537,0.018564926,0.009661711,0.020525547,0.020752647,0.01972005,0.009210679,0.008576301,0.009538622,,0.003782519,0.003135813,0.015383009,0.017390495,0.016008638,0.017675097,0.016367376,0.014302973,0.016605972,0.016388759,0.014448179,0.017794569,,0.0185972
PC 18:1;0_20:0;0,0.055415509,0.041805805,0.042526475,0.014146398,0.013337986,0.016550433,,,0.014757125,0.025611878,0.027866515,0.025026974,0.018014729,0.015159688,0.016515664,,0.008250557,0.006969316,0.034985097,0.038363803,0.035553346,0.033316042,0.031723927,0.025343992,0.046328624,0.047296559,0.045267092,0.029098061,0.037722422,0.030785667
PC 14:1;0_24:1;0,,0.002531134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:0;0_22:2;0,0.008345355,0.007717871,0.014020049,0.009636889,0.012177146,0.009015075,0.00844462,0.008421383,0.008895136,0.012057334,0.009756542,0.011959682,0.008370525,0.007432891,0.005371501,,0.019624966,0.006259264,0.010062392,0.009855348,0.010716784,0.007846342,0.012659707,0.014192229,0.010649431,0.008102127,0.010292491,0.013820095,0.012892429,0.018056394
PC 16:1;0_22:1;0,0.022291358,0.022363883,0.040035358,0.007343043,0.011051702,0.007315036,0.021866814,0.023210513,0.02098896,0.022483058,0.014956587,0.02083599,0.024684678,0.024833199,0.022216578,0.062528165,0.044616654,0.021803931,0.025611083,0.027502139,0.028477637,0.026930226,0.038677757,0.039079514,0.035367199,0.028095632,0.029813991,0.031517806,0.025869333,0.040899349
PC 18:0;0_20:2;0,0.017232324,0.017006009,0.024509234,0.020726888,0.02473299,0.020686366,0.0134205,0.013214713,0.013515271,0.029112246,0.023412448,0.026386174,0.011732846,0.010547811,0.00978563,0.011712697,0.009098904,0.006931014,0.013818925,0.013611423,0.014320675,0.011983993,0.015426646,0.015837314,0.017852994,0.012454511,0.015727779,0.017499757,0.016125093,0.022207967
PC 18:1;0_20:1;0,0.372338615,0.353154586,0.353407445,0.119717915,0.127399324,0.149230583,0.294655321,0.319840538,0.294546328,0.341234921,0.315812838,0.322047015,0.115540203,0.116603625,0.106209432,0.139907665,0.144486618,0.184784057,0.222278929,0.225790809,0.263226487,0.490777198,0.435159999,0.480983702,0.363518757,0.3355396,0.361831008,0.276784189,0.306346214,0.284447943
PC 18:2;0_20:0;0,0.009482052,0.005897127,0.008533269,0.003468614,0.005720023,0.005761005,0.004522123,,0.005131252,0.006521471,0.006609961,0.007792093,0.003814541,0.004768191,0.003737659,,,,0.006911344,0.007410626,0.006616374,0.005350717,0.004387616,,0.010035128,0.00979432,0.010821264,0.004334711,0.005697127,
PC 19:1;0_19:1;0,,0.000355041,,,,,,,,,,,,,,,0.000561672,,,,,,,,,,,,,
PC 16:0;0_22:3;0,0.003830268,0.004490625,0.004624542,0.029194503,0.022897645,0.024263277,0.004450115,,0.005390762,0.005868252,0.005027405,0.003972879,0.004275185,0.002727242,0.002514594,,,0.003339421,0.004336526,0.003762576,0.004338846,0.003160235,,,0.006086431,0.006117773,0.008524314,0.004589654,0.002982324,0.003193823
PC 16:1;0_22:2;0,,,,,,,0.00461307,,,0.003403024,,,0.00586912,0.005958686,0.005533284,,,0.006180197,0.003331925,0.003637902,0.003944454,0.004313131,0.006979982,0.007541848,0.005569556,0.005708537,0.005130319,0.005972273,0.005250307,0.006249549
PC 18:0;0_20:3;0,0.038763265,0.041004747,0.043394981,0.153594552,0.141922425,0.147338341,0.037459195,0.035823916,0.036383797,0.06340528,0.056437318,0.062233081,0.039156487,0.037458723,0.038579502,0.015077251,0.019237351,0.014846995,0.044337399,0.043207149,0.042962193,0.02738164,0.025906767,0.029203911,0.038259495,0.038697079,0.036088434,0.033073396,0.035255556,0.028703215
PC 18:1;0_20:2;0,0.054077666,0.059042414,0.069146397,0.079282117,0.086978143,0.083513221,0.046077277,0.044135098,0.043189956,0.060552541,0.053239705,0.055122496,0.029660877,0.027625752,0.027035522,0.03812703,0.041728764,0.028915297,0.034934196,0.03342092,0.034327136,0.043483435,0.037334023,0.050510526,0.045000178,0.045108906,0.041927233,0.042624935,0.043351871,0.040251636
PC 18:2;0_20:1;0,0.024652881,0.030131645,0.029193863,0.029607874,0.026154437,0.031214286,0.04584633,0.040418795,0.036242699,0.036547294,0.034637291,0.035113097,0.016971677,0.017762711,0.016928359,0.014991479,0.022689478,0.01965078,0.023165086,0.021237991,0.021927915,0.028768963,0.025007263,0.030207667,0.030520154,0.03240622,0.029983733,0.021065683,0.025378351,0.020822341
PC 16:0;0_22:4;0,0.01627796,0.017483395,0.015726569,0.131524338,0.114266305,0.1112006,0.012616583,0.014744513,0.015241275,0.021885564,0.019278223,0.021465201,0.012415237,0.014902973,0.011002611,0.012084038,0.01336964,0.010518384,0.015651953,0.015572459,0.014439974,0.008663448,0.008034342,0.009341663,0.017032948,0.015235683,0.018830816,0.014777403,0.01682509,0.013741052
PC 16:1;0_22:3;0,,,,,0.006229596,0.005048522,,,,,,,,,,,,0.004432599,,,,,,,0.003725135,,,,,
PC 18:0;0_20:4;0,0.02886336,0.032711505,0.030465178,0.451571439,0.390918999,0.357759848,0.029943132,0.025855717,0.025697443,0.055071501,0.044477756,0.051548137,0.031580861,0.034399287,0.032566287,0.018234123,0.02027713,0.018301681,0.038213415,0.039667619,0.037345374,0.015671452,0.015906371,0.017433094,0.037681211,0.032190502,0.036712881,0.026437898,0.028969859,0.023610676
PC 18:1;0_20:3;0,0.074588924,0.076941209,0.085093996,0.418024274,0.370345929,0.333709722,0.071651648,0.062397531,0.060102176,0.093208559,0.080140984,0.093750123,0.060330156,0.071145716,0.059867016,0.074331995,0.080013845,0.071310346,0.071613849,0.069782592,0.071457462,0.052433409,0.051976907,0.060184258,0.077779077,0.069645377,0.080144682,0.057366545,0.071204883,0.063926889
PC 18:2;0_20:2;0,,,,0.022836817,0.020153839,0.01822527,,0.003961622,,0.004301468,0.004247742,0.004247334,0.003053778,0.002605571,0.002727024,,,0.003340015,0.002720114,0.002007714,0.001781141,0.002451208,,,0.00363839,0.003178998,0.003123074,0.003361736,,0.002808812
PC 18:3;0_20:1;0,,0.001471823,0.004480449,,,,,,0.00182686,,0.001124725,0.001896515,,,,,,,0.001433793,0.001242376,0.001829696,0.001404054,0.002694562,,0.001367663,0.002430435,,0.001863363,,0.003091974
PC 16:0;0_22:5;0,0.086753176,0.089796006,0.082307656,0.551189841,0.506205933,0.50637482,0.061300382,0.057878947,0.057968646,0.106267589,0.122148064,0.101169678,0.074368011,0.065120772,0.068943044,0.045658259,0.06016206,0.068504261,0.075755172,0.070220585,0.069131684,0.039322923,0.036190297,0.038949293,0.081855053,0.076941083,0.082661425,0.07516732,0.086285473,0.056510352
PC 16:1;0_22:4;0,,0.007555057,0.010604478,0.016960026,0.019426627,0.01735488,,,,,,,,0.008061242,0.008704669,0.031166277,0.020668242,0.013618217,0.006591894,0.005396776,0.007786236,,0.007023501,,0.008735049,0.008393687,0.010767968,,,0.007140779
PC 18:0;0_20:5;0,0.012768156,0.012916174,0.012487912,0.142752259,0.130020787,0.125505155,0.012181525,0.01368353,0.012325906,0.023613612,,0.023246657,0.016574447,0.014168365,0.013650966,0.007991446,0.006822201,,0.016007901,0.015982761,0.017062077,0.009973538,0.008142675,0.010198942,0.014802361,0.015593901,0.017183813,0.011669754,,0.010041248
PC 18:1;0_20:4;0,0.075343499,0.073503728,0.09157612,0.538922151,0.499407999,0.410362215,0.05682295,0.054625602,0.052807563,0.08727326,0.088083342,0.085686153,0.073015392,0.061899606,0.063847748,0.081988702,0.086060419,0.09393642,0.067902736,0.06650718,0.074020274,0.050803121,0.049491855,0.054040086,0.073440686,0.070604298,0.074294354,0.066641691,0.072099358,0.063992408
PC 18:2;0_20:3;0,0.005658834,0.005260399,0.008535455,0.063355012,0.056639913,0.042016776,,0.003425344,0.002188123,0.00813726,0.007893634,0.0082292,0.007408044,0.005271648,0.007328036,0.010848541,0.008220794,0.007288488,0.003197295,0.004184832,0.005400735,,0.004560272,0.002889415,0.004750319,0.003807552,0.005962611,0.004724465,0.002202717,0.00608569
PC 16:0;0_22:6;0,0.04796159,0.038849799,0.027225256,0.331723175,0.299609761,0.341558423,0.028087734,0.024316003,0.029706845,0.067478807,0.071102713,0.060184522,0.03893126,0.04153019,0.044654941,0.030943699,0.036406932,0.05420308,0.02141016,0.022262031,0.018733394,,0.007692331,,0.041393794,0.049954783,0.060946219,0.035721934,0.03963789,0.025259957
PC 16:1;0_22:5;0,0.018758552,0.018264429,0.015370902,0.061578997,0.056496885,0.057590147,0.010516604,0.010001657,0.013322675,0.014724166,0.014602293,0.014784246,0.024406148,0.024034435,0.023630565,0.063932685,0.07277158,0.070781537,0.015916637,0.013474189,0.013248487,,0.004655676,,0.0217974,0.020854462,0.025136286,0.023778372,0.023151195,0.021415781
PC 18:1;0_20:5;0,0.037155289,0.032937941,0.053358467,0.197377228,0.191515605,0.184350217,0.028654392,0.026855158,0.029850665,0.066392085,0.054955775,0.065470481,0.043301792,0.039012749,0.039428492,0.050535747,0.059865915,0.044333684,0.030178956,0.032967549,0.031455039,,0.015605912,,0.041001171,0.039955236,0.042455304,0.044337711,0.039825266,0.046727916
PC 18:2;0_20:4;0,0.002482689,0.003663306,0.004761632,0.062233188,0.054408744,0.04332805,,,0.001479562,0.007931715,0.004340319,0.007624938,0.005509227,0.004520374,0.006257984,0.009907546,0.009171156,0.004623428,0.002559355,0.00198302,0.001613201,,0.000907916,,0.002329742,,0.006503682,0.004154747,0.002039804,0.005305758
PC 18:3;0_20:3;0,,,,0.007061951,,0.002016579,,,,,,,,,,,,,,,,,,,,,,,,
PC 16:1;0_22:6;0,0.018114658,0.014198641,,0.03185922,0.023217003,0.032818627,,,,,,,,,0.030785879,,0.053133002,0.046820622,0.010937516,,,,,,,0.015031071,0.023561512,,,
PC 18:2;0_20:5;0,,,,0.012578128,0.010678231,0.008733328,,,,,,,,,,0.065707546,,,,,,,,,,,,,,
PC 18:3;0_20:4;0,,,,0.006399056,0.009365685,0.002089295,,,,,,,,,,,,,,,,,,,,,,,,
PC 17:0;0_22:1;0,,,,,,,,,,,,,,,,,,,,0.012422621,,,,,,,,,,
PC 17:1;0_22:1;0,,,0.001809042,,,,,,,,,,,,,,,,0.000891546,,,,,,,0.002403128,,,,
PC 18:1;0_21:1;0,,,0.013111726,,,,,0.009130784,,,,,,,,,,,0.009005987,,0.011544337,,,,,0.011513001,,0.0172039,,
PC 19:1;0_20:1;0,,,0.001726318,,,,,0.001439998,,,,,,,,,,,0.001014237,,,,,,,0.002154023,,,,
PC 18:0;0_21:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 18:1;0_21:2;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 19:0;0_20:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 17:0;0_22:4;0,,,,0.008216982,0.006163963,0.003753682,,,,,,,,,,,,,,,,,,,,,,,,
PC 17:1;0_22:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC 18:1;0_21:3;0,,,,0.009750533,0.012668875,0.008513986,,,,,,,,,,,,,,,,,,,,,,,,
PC 19:0;0_20:4;0,,,,0.006453773,0.00451585,0.007347847,,,,,,,,,,,,,,,,,,,,,,,,
PC 19:1;0_20:3;0,,,,0.003518598,0.003555394,0.004203122,,,,,,,,,,,,,,,,,,,,,,,,
PC 17:0;0_22:5;0,,,,0.02412086,0.019213664,0.020489511,0.013439205,,,,,0.01492125,,0.012101676,,,,,0.012519326,0.004846126,,,,,,,,,0.018690945,
PC 17:1;0_22:4;0,,,,0.007126326,0.006333391,0.005788226,,,,,,,,,,,,,,0.001989645,,,,,,,,,,
PC 19:0;0_20:5;0,,,,,,0.002439735,,,,,,,,,,,,,,,,,,,,,,,,
PC 19:1;0_20:4;0,,,,0.016792894,0.013858695,0.015264134,,,,,,,,,,,,,,0.004959452,,,,,,,,,,
