feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,CERS2_1,CERS2_2,CERS2_3,CERS2_4,CERS2_5,CERS2_6,FADS3_1,FADS3_2,FADS3_3,GNPAT_1,GNPAT_2,GNPAT_3
LPC O-18:1;0,0.002205985,0.001754051,0.001912248,0.003687698,0.003899904,0.003097052,0.003233256,0.002974526,0.00274742,0.00291371,0.004518188,0.003430692,,,0.002068333
LPE 16:0;0,0.020311,0.021075877,0.023590454,0.036087302,0.043215963,0.039987066,0.032633699,0.032575629,0.030501277,0.02975177,0.032065303,0.035705443,0.038837046,0.038752439,0.033414981
LPE 16:1;0,0.03112953,0.028350642,0.029827603,0.030913156,0.035403669,0.036501583,0.035264582,0.031930127,0.031774648,0.021585611,0.03548442,0.027719435,0.051253984,0.048638507,0.04298474
LPE 18:0;0,0.007361486,0.008085619,0.009345514,0.009171866,0.009849802,0.010447732,0.011896514,0.010913303,0.00997735,0.010960419,0.011610931,0.011895574,0.013616315,0.013456964,0.01157412
LPE 18:1;0,0.074859042,0.074920574,0.08201601,0.104755142,0.115051121,0.119078543,0.133668537,0.117853226,0.113505185,0.082881659,0.090619655,0.107662327,0.15740255,0.148941506,0.124654977
LPE 18:2;0,0.004143656,0.004252546,0.00429479,0.004418911,0.004388898,0.004800664,0.005128589,0.004001591,0.003819437,0.003569458,0.004284079,0.0042364,0.006105749,0.006655647,0.005335169
LPE 20:0;0,0.000475462,0.000445206,0.000520597,0.000599401,0.000540161,0.000538705,0.000974126,0.000998362,0.000837363,0.000508094,0.00061505,0.000662595,0.001234459,0.001061937,0.000895076
LPE 20:1;0,0.004760355,0.004736008,0.004929527,0.006593926,0.00709789,0.006652279,0.008821634,0.008130184,0.006987109,0.006002919,0.006239114,0.005988275,0.012989413,0.010527055,0.009003804
LPE 20:3;0,0.006697353,0.005298437,0.007057963,0.007100631,0.007312366,0.007439161,0.007611569,0.007736742,0.006360697,0.007209868,0.006505097,0.007948801,0.010751382,0.00877441,0.006672526
LPE 20:4;0,0.043649838,0.038482663,0.049969715,0.037874404,0.037970685,0.042460016,0.045570025,0.040969037,0.039179487,0.034108946,0.038251119,0.038654118,0.049723289,0.047385845,0.041184713
LPE 20:5;0,0.063715863,0.049104579,0.060504764,0.052000491,0.049337326,0.047041506,0.055310412,0.052757758,0.047000322,0.039770808,0.042490922,0.04909918,0.087781746,0.064021763,0.069772714
LPE 22:0;0,0.002567411,0.002738077,0.002869449,,,0.001737506,0.00421119,0.004100113,0.003449414,,,0.002212046,,0.004542059,0.003267007
LPE 22:1;0,0.001722333,0.001610115,0.001970629,,,0.001787262,0.002285014,0.002673336,0.002054493,,,,,,
LPE 22:4;0,0.013181344,0.010483073,0.013566193,,,,,,,,,,,,
LPE 22:5;0,0.042479636,0.035122317,0.046898034,0.028194538,0.030326289,0.03012004,0.038772653,0.035225704,0.028023911,0.02592542,0.030980685,0.028471783,0.026730217,0.026913405,0.023015699
LPE 22:6;0,0.029358222,0.02547533,0.030099923,0.02224854,0.02180143,0.025531598,0.028234717,0.026664111,0.022481669,0.019884656,0.0193723,0.023332109,0.032504985,0.031509874,0.026151907
LPE 24:0;0,0.007897468,0.00887194,0.007822944,0.006305139,0.005771062,0.006798113,0.015607541,0.018261395,0.014986958,0.003748611,0.004144436,0.005522975,0.013396983,0.012307663,0.010157872
LPE 24:1;0,0.004245832,0.004602094,0.003939506,0.003243311,,0.002807005,0.00669303,0.006047039,0.005889498,,,0.00212803,0.006514815,0.007411902,0.007082064
LPE O-16:0;0,,,,0.001190252,0.001452789,0.001118131,0.000465849,0.00053562,0.000437354,0.000801463,0.001085715,0.000776163,,,
LPE O-16:1;0,0.010063065,0.010680494,0.012132017,0.021613015,0.021330259,0.024757263,0.022210843,0.021049024,0.019767225,0.016366245,0.016923347,0.020530301,0.002002002,0.002035431,0.00160185
LPE O-18:0;0,0.00028279,0.000261871,0.000320835,0.000795523,0.000572661,0.000592386,0.000565818,0.00073106,0.000520467,0.000933423,0.001106128,0.000812148,,,
LPE O-18:1;0,0.00320772,0.003594204,0.003600552,0.005793568,0.005396316,0.006495624,0.006904768,0.007098816,0.006619692,0.004512209,0.00511892,0.005665567,0.001489628,0.001454972,0.00114025
LPE O-18:2;0,0.00437866,0.004868857,0.005938114,0.009640764,0.008765013,0.010625438,0.010154926,0.009237978,0.008948198,0.006255314,0.006194009,0.007587247,0.002592601,0.002344379,0.001660727
LPG 16:0;0,0.001610827,0.001776113,0.001663941,0.00284942,0.003131274,0.003053752,0.003001677,0.002882489,0.00268843,0.002532301,0.002316886,0.002480921,0.003268685,0.002983214,0.002168102
LPG 16:1;0,0.001945439,0.002067633,0.001923105,0.002769909,0.002397595,0.003213084,0.002300738,0.002512149,0.002496434,0.001877757,0.00192736,0.001830146,,0.001906691,0.002120817
LPG 18:1;0,0.006954968,0.007111971,0.006873799,0.010258845,0.009273281,0.012074698,0.01342929,0.013190893,0.012233628,0.006589121,0.008294336,0.007906152,0.009898785,0.008990745,0.008284753
LPG 22:5;0,,,,,,,,,,,,,,,
LPG 22:6;0,0.005206854,0.005104871,0.005551509,0.007430595,0.006573894,0.007918535,0.007720485,0.007477516,0.006468392,0.004897897,0.00521589,0.004515388,0.008756724,0.006223121,0.007327114
LPI 16:0;0,0.005539854,0.005154102,0.006208004,0.004907167,0.00499562,0.004501242,0.004515641,0.004772485,0.003909502,0.004231641,0.005736004,0.005391451,0.007005901,0.006943002,
LPI 16:1;0,0.008699025,0.00880625,0.008180651,0.005838654,0.007328099,0.008083724,0.00935779,0.006904143,0.007517195,0.00776777,0.00815791,0.00835023,0.008724699,0.007622245,0.00787801
LPI 18:0;0,0.006611224,0.004712715,0.006918101,0.006682034,0.007748676,0.007294081,0.008618314,0.007900855,0.008159989,0.008102582,0.011792372,0.011488826,0.010703562,0.009267964,0.00558836
LPI 18:1;0,0.024978929,0.023253083,0.024931756,0.022020578,0.024466303,0.026655451,0.04060787,0.03109429,0.030677344,0.027315485,0.03434395,0.031020487,0.027682584,0.022804799,0.021002686
LPI 20:4;0,0.010671729,0.010377133,0.011942538,0.007895947,0.008025524,0.009818576,0.016934142,0.012520418,0.012468922,0.01366783,0.015514636,0.015436514,0.012667459,0.0107771,0.009478502
LPI 22:5;0,,,0.002754195,,,0.002219138,0.004309686,0.002508336,0.002467386,,,0.003733079,,0.003839104,
LPI 22:6;0,0.003377477,0.002859479,0.003910277,,,0.002769418,0.005173103,0.003414704,0.003115122,,,0.004114555,,0.004965255,
LPS 18:0;0,0.005099365,0.004358383,0.00571778,0.005348239,0.00540444,0.005573177,0.006027282,0.005752433,0.005247795,0.00420174,0.004916395,0.005715744,0.005399131,0.004472136,0.004017282
LPS 24:0;0,,,,0.006967001,0.0060384,0.00693779,0.00772625,0.006753329,0.00768056,,0.005461897,0.004263121,0.006084895,0.003513923,
PA 12:0;0_16:0;0,,0.006312134,0.004227091,0.002202754,,0.002423438,,0.003147027,,0.006714473,0.002306781,0.003990984,0.001782697,,
PA 14:0;0_14:0;0,0.011714087,0.011679158,0.007993514,0.002753877,,0.00386391,,0.003020699,,0.004576126,0.002762983,0.004456995,0.001885803,,
PA 14:0;0_15:0;0,,0.04542485,0.028046373,0.011707383,0.006780755,0.01210901,,,0.007961402,,,0.008270578,,0.004588229,
PA 14:0;0_16:0;0,0.041743678,0.051367026,0.041062276,0.025287669,0.018073863,0.030238472,0.024299366,0.026648077,0.024044593,0.037927343,0.028289449,0.040891076,0.021251234,0.023386962,0.024521053
PA 15:0;0_15:0;0,0.000381617,0.000613116,0.000318072,5.88E-05,5.68E-05,0.000119178,5.18E-05,7.33E-05,4.70E-05,0.000155485,1.69E-05,6.14E-05,3.29736E-05,3.0015E-05,3.69135E-05
PA 12:0;0_18:1;0,,0.002805036,0.00208401,,,0.001203816,0.001282777,,0.001327595,0.003383026,,0.00156641,,0.001145895,
PA 14:0;0_16:1;0,0.026945823,0.029043143,0.023606751,0.012523096,0.008334495,0.01316705,0.009813687,0.012756279,0.011092271,0.020741194,0.009101804,0.013889357,0.011203804,0.010400328,0.010111534
PA 14:1;0_16:0;0,0.014452491,0.01531356,0.012480592,0.006273559,0.003778112,0.006136661,0.004326954,0.006672324,0.005330011,,0.005390945,0.009127045,0.005859277,0.00494318,0.00455304
PA 14:0;0_17:0;0,,,,,,0.014600843,0.011607599,,,0.012373182,0.008108261,0.009356854,0.009274983,0.007587205,0.018117402
PA 15:0;0_16:0;0,,0.077018812,0.050875453,0.03280627,0.019462933,0.015683022,0.01310964,0.034157406,0.028239015,0.01661665,0.010426196,0.01353913,0.010073628,0.010428324,0.018458785
PA 14:0;0_17:1;0,,0.035107137,,0.008868217,,,0.006968713,0.008442607,0.007303531,,0.004955704,,,0.004440415,
PA 15:0;0_16:1;0,,0.042937777,0.055662484,0.011375165,0.013004263,0.019890177,0.011245463,0.013029948,0.010999066,0.02086579,0.006453266,0.015023901,0.014253335,0.006879743,0.024737749
PA 14:0;0_18:0;0,0.009224506,0.011626684,0.008597446,0.005492862,0.003682682,0.005930585,0.005785808,0.006167016,0.005720916,0.008020709,0.006010779,0.007667942,0.005551238,0.00553602,0.004614425
PA 15:0;0_17:0;0,,,,0.001709007,0.001461371,0.002236687,0.001185193,,,,0.001041726,,0.001381188,,
PA 16:0;0_16:0;0,0.037374743,0.045564286,0.034744418,0.032614736,0.022065599,0.037230839,0.030704589,0.038144802,0.035913837,0.039078681,0.04105788,0.056461438,0.036931307,0.037338873,0.035917048
PA 14:0;0_18:1;0,0.02226025,0.021423578,0.020937962,0.011566654,0.008806646,0.014671632,0.012199255,0.013857054,0.013714906,0.015023832,0.010611025,0.016693075,0.013159931,0.012276162,0.012334088
PA 14:1;0_18:0;0,0.009238516,0.008771841,0.008959087,0.004269783,,0.004260848,0.004025865,0.004603762,0.003774173,,0.003491638,0.004791227,0.003457724,0.003837647,0.00270009
PA 15:0;0_17:1;0,0.002034516,0.002978935,,0.001078061,0.000997805,0.001390661,0.001401122,0.001351165,0.001099485,,0.000889458,0.001091556,,,0.001983032
PA 16:0;0_16:1;0,0.075380651,0.083291915,0.074728396,0.051699171,0.038098391,0.064992859,0.057352077,0.063992344,0.060026882,0.054383391,0.039624614,0.058359584,0.061599227,0.062191429,0.059610666
PA 14:0;0_18:2;0,0.002740468,0.00475323,,0.002330249,,0.001804691,0.001853849,,0.001574129,,0.001681932,0.002015836,0.002373966,0.001928923,
PA 14:1;0_18:1;0,0.011581334,0.015751425,0.010193116,0.004137854,0.00238524,0.00509161,0.003922531,0.004831977,0.004715524,,0.002872495,0.006756343,0.004287623,0.004425592,0.004905112
PA 16:1;0_16:1;0,0.020592264,0.028523009,0.022067936,0.009884098,0.006131863,0.010861721,0.008989234,0.010651768,0.010248354,,0.005484918,0.009390161,0.011170281,0.010276142,0.011679446
PA 15:0;0_18:0;0,0.004114115,0.005526889,0.004150305,0.003171529,,,0.002269038,,,,0.002997357,0.002884706,,,0.002585763
PA 16:0;0_17:0;0,0.015558593,0.019325371,0.013067118,0.012686142,0.011281133,0.01417546,0.011162193,0.01574772,0.015129297,,0.008665769,0.00875417,0.011334309,0.010257444,0.018775465
PA 15:0;0_18:1;0,0.045029037,0.061826684,0.047163968,0.023031813,0.015533911,0.02385269,0.022615633,0.025360698,0.02362061,0.019404781,0.013872099,0.019027862,0.015956447,0.014494081,0.03204785
PA 16:0;0_17:1;0,0.156820795,0.202184924,0.14477867,0.09426655,0.055737145,0.088907418,0.090778781,0.094256721,0.089343678,0.07657323,0.050019371,0.058817532,0.062127072,0.051073553,0.133972668
PA 16:1;0_17:0;0,0.120883856,0.155825235,0.11469767,0.074476329,0.045017837,0.072093227,0.067957436,0.074830727,0.068012433,0.048130333,0.034710495,0.041533835,0.043600618,0.035820496,0.114343875
PA 15:0;0_18:2;0,,0.004187909,,0.000890619,0.008107651,0.000904724,0.000782789,,,,,0.000851219,0.000920569,,0.001030856
PA 16:1;0_17:1;0,0.035641933,0.049711999,0.035798563,0.012117727,,0.012844852,0.012367123,0.016170787,0.011936322,,0.006740835,0.006856538,0.009771129,0.008504189,0.019433069
PA 16:2;0_17:0;0,,,,0.000478403,,,,,,,,,,,0.000762802
PA 16:0;0_18:0;0,0.452976997,0.422111778,0.40162345,0.373734701,0.341856773,0.363589675,0.431202526,0.461176536,0.392740711,0.453274889,0.422537477,0.504347565,0.429979244,0.404142544,0.392326744
PA 14:0;0_20:1;0,0.007317494,,,0.0063845,,0.006669953,0.006712474,0.006215143,0.006973146,,0.006970497,0.007867828,0.008455702,0.008574099,0.008947086
PA 16:0;0_18:1;0,0.128141535,0.141620416,0.130883122,0.094568281,0.07833577,0.11342186,0.135512235,0.142587375,0.133262869,0.114443232,0.106310211,0.14678636,0.13956789,0.131769829,0.127134532
PA 16:1;0_18:0;0,0.042057466,0.064553983,0.057809216,0.04269869,0.034014567,0.05106586,0.057392243,0.053503342,0.045667164,0.034781116,0.032189431,0.049426026,0.035334892,0.033113216,0.032653854
PA 17:0;0_17:1;0,0.779908598,0.890622237,0.785791472,0.424491447,0.422034874,0.396442377,0.548363599,0.534436172,0.456672217,0.930869727,0.393199215,0.39183516,0.480640729,0.420160843,0.896441401
PA 16:0;0_18:2;0,0.011754496,0.017180597,0.013376423,0.011547724,0.008511975,0.011433147,0.012175563,0.013933939,0.011545265,0.010680036,0.007572742,0.011889899,0.012134004,0.012071888,0.011446455
PA 16:1;0_18:1;0,0.070556379,0.093846256,0.069226691,0.048642008,0.03535266,0.057188664,0.058216805,0.059276887,0.05717495,0.032102919,0.030215929,0.050031792,0.057850971,0.052755398,0.058271623
PA 17:1;0_17:1;0,0.007185839,0.007491805,0.006403369,0.00267234,0.002546397,0.002048318,0.003794879,0.004782233,0.003248007,0.007046631,0.003130145,0.002896516,0.002042442,0.003501561,0.003501099
PA 16:1;0_18:2;0,0.015414072,,0.01158158,0.007602005,,0.007117494,0.006975526,0.009922612,0.007444381,,0.006871929,0.010280667,0.007720037,0.007510439,
PA 17:0;0_18:0;0,0.01285795,,,,0.013309774,,,0.009133979,0.005910543,,0.008959709,0.007323386,,,0.016888391
PA 16:0;0_19:1;0,,,,,,0.025348022,0.027978654,0.030270425,0.028550406,,0.013576766,0.017529067,0.01791428,0.013591619,0.04275654
PA 17:0;0_18:1;0,0.473747367,0.655684709,0.483718974,0.380498999,0.185869458,0.24823807,0.284353574,0.305772351,0.279940632,0.203004444,0.13617037,0.16793848,0.146853239,0.116940311,0.376410932
PA 17:1;0_18:0;0,0.267374634,0.294777914,0.227972169,0.15380082,0.097773973,0.112512859,0.124970173,0.133126595,0.122002941,0.166495793,0.064721909,0.082137507,0.059670238,0.053941175,0.111654526
PA 17:0;0_18:2;0,,0.018971022,,0.007519511,0.004224881,0.006894592,0.007295455,0.00830982,0.006451228,,0.003989823,0.005383891,0.004625927,0.003679679,0.010735157
PA 17:1;0_18:1;0,0.074022699,0.092709557,0.074769297,0.034192826,0.018528931,0.033791505,0.037839121,0.042605331,0.03565665,0.028935968,0.01639084,0.023924247,0.023999122,0.018916672,0.051425175
PA 16:0;0_20:1;0,0.012506156,0.018702837,0.015923721,0.009879751,0.010485973,0.012107032,0.019679991,0.015250387,0.015199081,0.012963286,0.014157425,0.015515521,0.016940076,0.017374516,0.016945511
PA 16:1;0_20:0;0,,,,0.005077083,,0.0063696,0.00871799,0.007393057,0.006825496,,0.005011366,0.00613179,0.005817682,0.005838469,0.006373988
PA 17:0;0_19:1;0,,,,0.0005603,,0.000394139,,0.000391553,,,,,,,0.000717699
PA 18:0;0_18:1;0,0.031917301,0.046999365,0.036132233,0.020215503,0.020825282,0.02468514,0.037001316,0.030187072,0.029530358,0.030233777,0.023913312,0.030254613,0.020512918,0.021006744,0.02109239
PA 16:0;0_20:2;0,,,,0.000878814,,0.0013863,0.001310747,0.001268479,0.001000935,,0.001076203,0.001100103,0.00097301,,0.001016607
PA 16:1;0_20:1;0,0.026301738,0.034571139,0.026201455,0.022788483,,,0.035161114,0.031995911,0.032100105,0.017634755,,0.026376937,0.02502563,0.026172558,0.027250144
PA 18:0;0_18:2;0,0.00583499,0.007109495,0.004465613,0.003427246,0.004318636,0.006194639,0.00430165,0.004006022,0.003639245,0.004117158,0.004222039,0.004081391,0.00277356,0.003137029,0.003153346
PA 18:1;0_18:1;0,0.017445975,0.021277376,0.017237353,0.012658947,0.01692383,0.024364811,0.019726698,0.018783942,0.018648941,0.011548061,0.01774998,0.015783147,0.014188641,0.014820943,0.015587777
PA 16:0;0_20:3;0,0.010890315,0.006408176,0.008102964,0.005340599,0.006320075,0.003214576,0.005268839,0.007375076,0.005223848,,0.005328082,0.005898262,0.005325669,0.006765082,0.004785707
PA 16:1;0_20:2;0,,,,,,0.005847075,,,,,,,,,
PA 18:0;0_18:3;0,,0.008315645,,0.003607297,0.004086559,0.002331986,0.003955477,0.005750267,0.00352132,,0.005393957,0.004410096,0.003475197,,0.002474322
PA 18:1;0_18:2;0,0.012768373,0.009057054,0.013381511,0.009274249,0.010277697,0.00532261,0.00902286,0.008845133,0.008636159,0.017817944,0.009391058,0.009869808,0.009674273,0.011080793,0.00914079
PA 16:0;0_20:4;0,,,,,,,,,,,,,,,
PA 18:2;0_18:2;0,,,,,,,,,,,,,,,
PA 17:0;0_20:1;0,,0.006378596,0.020607841,0.002616865,,0.00273778,0.003004453,,0.002616268,,,0.001787719,0.005832545,,
PA 18:0;0_19:1;0,,0.02323375,,0.009342371,,0.008671213,0.010716359,0.016010755,0.010092182,,0.0093579,0.009428729,,,
PA 17:0;0_20:2;0,0.02601751,0.032938774,0.024366068,0.005390649,0.009138214,0.008172999,0.009296588,0.01001818,0.00906299,,0.006452273,0.005403884,0.008963342,0.005011854,0.014269279
PA 17:1;0_20:1;0,0.011137021,0.022588313,0.014394512,0.006257181,0.00882546,0.014282744,0.018174161,0.018952789,0.016617167,,0.005614141,0.010537973,0.010374416,0.007639923,0.02690628
PA 17:0;0_20:4;0,,0.111452264,,0.025738652,0.0331919,0.016164842,,0.052670422,0.031217566,,0.043671806,0.023222328,0.027119119,,0.035684504
PA 18:0;0_20:2;0,,0.004666768,0.003876377,0.00148095,0.00147723,0.001329368,0.002073179,0.001879709,0.00189296,,0.001810898,0.001868987,0.002018051,0.002663082,
PA 18:1;0_20:1;0,0.027957627,0.045285184,0.028853709,0.012896136,0.014241644,0.014297713,0.025952416,0.01997566,0.020766076,0.042299943,0.014771374,0.016974193,0.017799226,0.021953652,0.020802972
PA 19:1;0_19:1;0,,,,,,5.91E-05,,8.19E-05,,,9.30E-05,,,,0.000177352
PA 18:0;0_20:3;0,,,,,,,,,,,,,,,0.006334202
PA 22:5;0_22:5;0,,0.07155371,0.037899542,0.008248667,,0.013134889,0.01548839,0.020226318,0.012275096,,,0.017472472,0.008053813,,
PC 12:0;0_14:0;0,0.018360557,0.016346015,0.015073161,,,,,,,0.008780014,,,,,
PC 12:0;0_16:0;0,0.095034867,0.098522797,0.097134106,0.085501581,0.088213376,0.091777435,0.067679753,0.068631825,0.069197968,0.086688778,0.084567508,0.09512265,0.120460439,0.119528958,0.120174366
PC 13:0;0_15:0;0,0.002653643,,,,,,,0.001685717,,,,0.002253615,,,
PC 14:0;0_14:0;0,0.479443261,0.440474206,0.490815702,0.314320321,0.355529088,0.312152029,0.230921629,0.239290479,0.240712248,0.361159611,0.358802721,0.349926566,0.197592074,0.204097895,0.195938756
PC 12:0;0_16:1;0,0.027405008,0.029596454,0.029859011,0.009399691,0.011608235,0.012245809,0.00792643,0.010749208,0.008097563,0.012316226,0.008991558,0.01425362,0.018185447,0.018049939,0.021594517
PC 12:1;0_16:0;0,0.010595792,0.010784854,0.011052359,0.002782165,0.003856407,0.0034215,0.002561602,,0.003033557,0.004002618,0.003546576,,0.004354847,0.004134145,0.004019176
PC 14:0;0_14:1;0,0.052457858,0.053881663,0.057981283,0.010599639,0.012193527,0.013130982,0.00845637,0.011085361,0.008886271,0.012673635,0.010206194,0.015156314,0.011913255,0.01263049,0.013756079
PC 12:1;0_16:1;0,0.022246091,0.02535847,0.02040514,,,0.021723333,,,0.01646712,,,0.027789577,,,0.008487294
PC 14:1;0_14:1;0,0.004825504,0.006038722,0.004357854,0.013720994,0.016235221,0.001704615,0.015251747,0.023560653,0.000936949,0.009353049,,0.002331436,0.019881491,0.036941768,0.000857302
PC 12:0;0_17:0;0,0.039375881,0.027012894,0.034213947,0.018157454,0.0253612,0.012325816,,,0.016935635,0.025197161,0.031279863,,0.040834236,0.043686937,0.04084099
PC 13:0;0_16:0;0,0.017057442,0.015532344,0.017316939,0.013289834,0.018010705,0.009713528,0.016811477,0.013976917,0.009601223,0.014476688,0.011473707,0.014244598,0.016642937,0.016453078,0.021667732
PC 14:0;0_15:0;0,0.045389845,0.044574537,0.044090366,0.036646164,0.041814171,0.02696938,0.037743885,0.035498733,0.023344289,0.035381951,0.031626793,0.034363683,0.032899234,0.027536844,0.037534883
PC 12:0;0_18:0;0,,,0.135550385,,0.096844789,,,0.107958755,0.118074609,0.114341594,0.111121575,0.127531412,0.189890984,,0.180713316
PC 14:0;0_16:0;0,1.565663472,1.438506091,1.423948538,1.574662406,1.474553056,1.503820309,1.313586354,1.210457363,1.228558151,1.254563927,1.304944721,1.210948888,1.07684868,1.299862701,1.094093501
PC 15:0;0_15:0;0,0.006259189,0.005383155,0.005278608,0.007940201,0.006911395,0.006443347,0.007379076,0.006631647,0.006181009,0.006944011,0.007145075,0.005459663,0.003806459,0.004068158,0.003370462
PC 12:0;0_18:2;0,0.003573857,,,,,,,,,,,,0.004667567,,
PC 12:1;0_18:1;0,0.043403279,0.053679642,0.051553192,0.025261571,0.023228769,0.038960871,,0.054883138,0.038769752,,,,0.031627079,,0.015959419
PC 14:0;0_16:2;0,0.01006915,0.010058167,0.008749684,0.005042198,0.004685394,0.005890525,0.008922625,0.006899898,0.005475543,0.007795838,0.010536584,0.018507784,0.00516736,0.011321692,0.003637968
PC 14:1;0_16:1;0,0.144226622,0.159281268,0.139200291,0.054492166,0.056880454,0.08567659,0.109558595,0.088876951,0.067969671,0.065871727,0.075244897,0.211821943,0.103656638,0.245232618,0.069571388
PC 15:1;0_15:1;0,0.000778104,0.000720805,0.00073505,,0.000820804,0.000434948,0.000982838,0.000591918,0.000425343,,0.001061945,0.001087652,0.000682131,,
PC 14:1;0_16:2;0,0.019453511,0.022586047,,,,,,,,,,,,,
PC 13:0;0_18:0;0,,0.003566983,0.004236268,,,,,,,,,,,,
PC 14:0;0_17:0;0,0.004192393,0.00388395,0.004525841,0.003104337,0.003220791,0.002856653,0.002848549,0.002667922,0.002662369,0.003442302,0.002856153,0.002625602,0.004721696,0.004171609,0.004005067
PC 15:0;0_16:0;0,0.068562293,0.061664637,0.06812939,0.070684097,0.077235259,0.066492154,0.066177693,0.066395984,0.069669004,0.066737077,0.066753689,0.066249107,0.058304481,0.061733223,0.066940822
PC 13:0;0_18:1;0,0.046949135,0.04186021,0.045572198,,0.032080673,,,,0.036640638,,,0.04368451,,0.061030186,0.040115136
PC 14:0;0_17:1;0,0.068268598,0.063523804,0.071539811,0.047761696,0.048888826,0.05032277,0.043143697,0.038303139,0.038142972,0.046084426,0.050839417,0.042432451,0.050696401,0.046941304,0.056419153
PC 14:1;0_17:0;0,0.018966156,0.016738922,0.020140067,0.011998436,0.012890373,0.011741194,0.013491021,0.011609729,0.011385623,0.028993322,0.016845838,0.012139762,0.05587885,0.03836617,0.020988944
PC 15:0;0_16:1;0,0.32574702,0.271404238,0.301652382,0.367689505,0.379094821,0.365986045,0.304207113,0.282754588,0.292194811,0.3285862,0.385793677,0.290292178,0.266576021,0.246011601,0.303970406
