"name","sub_class_id","FA_sum","FA_split"
"TG(15:0/16:1(9Z)/20:2(11Z,14Z))[iso6]","[GL0301]","51:3","15:0_16:1_20:2"
"TG(15:0/15:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","52:6","15:0_15:1_22:5"
"TG(15:0/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","50:5","15:0_17:1_18:4"
"TG(15:0/17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","54:6","15:0_17:0_22:6"
"TG(15:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","55:8","15:0_18:4_22:4"
"TG(15:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","[GL0301]","56:4","15:0_20:4_21:0"
"TG(15:0/20:0/22:0)[iso6]","[GL0301]","57:0","15:0_20:0_22:0"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","55:8","15:1_18:3_22:4"
"TG(15:1(9Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","55:9","15:1_18:3_22:5"
"TG(15:1(9Z)/19:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","56:5","15:1_19:0_22:4"
"TG(16:0/18:2(9Z,12Z)/22:1(11Z))[iso6]","[GL0301]","56:3","16:0_18:2_22:1"
"TG(15:1(9Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","59:5","15:1_22:1_22:3"
"TG(16:0/19:1(9Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:3","16:0_19:1_22:2"
"TG(16:0/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","57:4","16:0_19:1_22:3"
"TG(17:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","57:7","17:1_18:3_22:3"
"TG(18:0/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]","[GL0301]","55:4","18:0_18:4_19:0"
"TG(17:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:1(11Z))[iso6]","[GL0301]","57:6","17:2_18:3_22:1"
"TG(17:2(9Z,12Z)/22:0/22:1(11Z))[iso6]","[GL0301]","61:3","17:2_22:0_22:1"
"TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]","[GL0301]","56:6","18:0_18:4_20:2"
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:13","18:3_22:4_22:6"
"TG(19:0/19:1(9Z)/20:0)[iso6]","[GL0301]","58:1","19:0_19:1_20:0"
"TG(19:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","59:4","19:1_20:0_20:3"
"TG(19:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:7","19:1_20:1_22:5"
"TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","61:7","19:1_20:4_22:2"
"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6]","[GL0301]","61:8","19:1_20:5_22:2"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","64:9","20:5_22:1_22:3"
"PC(O-18:0/20:4(8Z,11Z,14Z,17Z))","[GP0102]","38:4","18:0_20:4"
"GlcCer(d14:1/16:0)","[SP0501]","30:1","14:1_16:0"
"PE(0:0/20:3(11Z,14Z,17Z))","[GP0205]","20:3","20:3"
"CL(1'-[16:0/16:0],3'-[16:0/18:0])","[GP1201]","66:0","16:0_16:0_16:0_18:0"
"PE(0:0/20:4(8Z,11Z,14Z,17Z))","[GP0205]","20:4","20:4"
"CL(1'-[16:0/20:0],3'-[16:0/18:2(9Z,12Z)])","[GP1201]","70:2","16:0_16:0_18:2_20:0"
"CL(1'-[16:0/18:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)])","[GP1201]","72:6","16:0_18:0_18:2_20:4"
"CL(1'-[16:0/18:2(9Z,12Z)],3'-[16:0/16:0])","[GP1201]","66:2","16:0_16:0_16:0_18:2"
"CL(1'-[16:0/20:0],3'-[18:2(9Z,12Z)/16:0])","[GP1201]","70:2","16:0_16:0_18:2_20:0"
"CL(1'-[18:0/18:1(9Z)],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","74:5","18:0_18:0_18:1_20:4"
"CL(1'-[18:0/18:2(9Z,12Z)],3'-[18:0/18:0])","[GP1201]","72:2","18:0_18:0_18:0_18:2"
"CL(1'-[18:0/18:1(9Z)],3'-[20:0/18:2(9Z,12Z)])","[GP1201]","74:3","18:0_18:1_18:2_20:0"
"CL(1'-[18:2(9Z,12Z)/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)])","[GP1201]","72:8","16:0_18:2_18:2_20:4"
"CL(1'-[18:2(9Z,12Z)/16:0],3'-[18:1(9Z)/18:1(9Z)])","[GP1201]","70:4","16:0_18:1_18:1_18:2"
"CL(1'-[18:2(9Z,12Z)/18:0],3'-[20:0/20:0])","[GP1201]","76:2","18:0_18:2_20:0_20:0"
"CL(1'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/18:0])","[GP1201]","74:7","18:0_18:1_18:2_20:4"
"CL(1'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:11","18:1_18:2_20:4_20:4"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])","[GP1201]","76:8","16:0_20:0_20:4_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[18:1(9Z)/20:0])","[GP1201]","76:5","18:0_18:1_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:0],3'-[20:0/18:1(9Z)])","[GP1201]","78:5","18:1_20:0_20:0_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:2(9Z,12Z)])","[GP1201]","74:10","16:0_18:2_20:4_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/18:2(9Z,12Z)])","[GP1201]","76:10","18:0_18:2_20:4_20:4"
"TG(16:1(9Z)/17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","53:7","16:1_17:1_20:5"
"TG(16:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","56:6","16:0_20:2_20:4"
"TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","58:7","18:1_18:1_22:5"
"TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:9","16:1_22:3_22:5"
"TG(19:0/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","63:6","19:0_22:1_22:5"
"TG(20:1(11Z)/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","64:8","20:1_22:3_22:4"
"TG(14:1(9Z)/17:1(9Z)/17:1(9Z))[iso3]","[GL0301]","48:3","14:1_17:1_17:1"
"TG(13:0/16:0/20:0)[iso6]","[GL0301]","49:0","13:0_16:0_20:0"
"TG(13:0/17:2(9Z,12Z)/20:0)[iso6]","[GL0301]","50:2","13:0_17:2_20:0"
"TG(14:1(9Z)/17:2(9Z,12Z)/22:1(11Z))[iso6]","[GL0301]","53:4","14:1_17:2_22:1"
"TG(14:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]","[GL0301]","52:4","14:0_18:3_20:1"
"TG(15:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","53:6","15:0_16:1_22:5"
"TG(14:1(9Z)/17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","51:7","14:1_17:1_20:5"
"TG(13:0/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","57:6","13:0_22:2_22:4"
"TG(13:0/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","56:6","13:0_21:0_22:6"
"TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]","[GL0301]","55:5","16:1_18:4_21:0"
"TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","56:8","18:1_18:4_20:3"
"PC(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0101]","37:6","17:1_20:5"
"PC(20:2(11Z,14Z)/12:0)","[GP0101]","32:2","12:0_20:2"
"PC(22:0/18:3(9Z,12Z,15Z))","[GP0101]","40:3","18:3_22:0"
"PE(18:1(9Z)/14:1(9Z))","[GP0201]","32:2","14:1_18:1"
"PC(20:2(11Z,14Z)/0:0)","[GP0105]","20:2","20:2"
"PC(21:0/19:0)","[GP0101]","40:0","19:0_21:0"
"PE(17:0/18:4(6Z,9Z,12Z,15Z))","[GP0201]","35:4","17:0_18:4"
"PE(17:0/21:0)","[GP0201]","38:0","17:0_21:0"
"PC(P-16:0/18:1(9Z))","[GP0103]","34:1","16:0_18:1"
"PE(13:0/20:1(11Z))","[GP0201]","33:1","13:0_20:1"
"PC(P-16:0/22:4(7Z,10Z,13Z,16Z))","[GP0103]","38:4","16:0_22:4"
"PE(22:0/17:2(9Z,12Z))","[GP0201]","39:2","17:2_22:0"
"PS(15:0/14:1(9Z))","[GP0301]","29:1","14:1_15:0"
"PG(16:0/18:1(11Z))","[GP0401]","34:1","16:0_18:1"
"PS(14:0/18:1(9Z))","[GP0301]","32:1","14:0_18:1"
"PG(17:2(9Z,12Z)/0:0)","[GP0405]","17:2","17:2"
"PG(19:0/0:0)","[GP0405]","19:0","19:0"
"PA(20:1(11Z)/22:1(11Z))","[GP1001]","42:2","20:1_22:1"
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))","[GP1001]","38:8","18:3_20:5"
"PA(18:4(6Z,9Z,12Z,15Z)/19:1(9Z))","[GP1001]","37:5","18:4_19:1"
"CL(1'-[18:0/16:0],3'-[20:4(5Z,8Z,11Z,14Z)/18:0])","[GP1201]","72:4","16:0_18:0_18:0_20:4"
"CL(1'-[18:2(9Z,12Z)/20:0],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","78:10","18:2_20:0_20:4_20:4"
"CL(1'-[18:1(9Z)/16:0],3'-[18:1(9Z)/18:1(9Z)])","[GP1201]","70:3","16:0_18:1_18:1_18:1"
"CL(1'-[20:0/18:1(9Z)],3'-[18:2(9Z,12Z)/18:1(9Z)])","[GP1201]","74:4","18:1_18:1_18:2_20:0"
"CL(1'-[20:0/18:2(9Z,12Z)],3'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:7","18:1_18:2_20:0_20:4"
"CL(1'-[20:0/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","78:10","18:2_20:0_20:4_20:4"
"LacCer(d18:1/18:0)","[SP0501]","36:1","18:1_18:0"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)/22:1(11Z))[iso3]","[GL0301]","64:7","20:5_22:1_22:1"
"TG(15:0/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6]","[GL0301]","57:4","15:0_20:3_22:1"
"PE(20:1(11Z)/22:1(11Z))","[GP0201]","42:2","20:1_22:1"
"TG(13:0/18:1(9Z)/19:0)[iso6]","[GL0301]","50:1","13:0_18:1_19:0"
"TG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","56:11","18:3_18:4_20:4"
"TG(14:0/16:1(9Z)/20:0)[iso6]","[GL0301]","50:1","14:0_16:1_20:0"
"PS(12:0/15:0)","[GP0301]","27:0","12:0_15:0"
"PE(20:2(11Z,14Z)/0:0)","[GP0205]","20:2","20:2"
"CL(1'-[18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)],3'-[16:0/18:1(9Z)])","[GP1201]","72:7","16:0_18:1_18:2_20:4"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[16:0/16:0])","[GP1201]","70:5","16:0_16:0_18:1_20:4"
"CL(1'-[18:1(9Z)/20:0],3'-[20:0/18:2(9Z,12Z)])","[GP1201]","76:3","18:1_18:2_20:0_20:0"
"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[18:1(9Z)/16:0])","[GP1201]","70:5","16:0_18:1_18:2_18:2"
"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:1(9Z)],3'-[20:0/20:0])","[GP1201]","78:5","18:1_20:0_20:0_20:4"
"Cer(d18:0/20:0)","[SP0202]","38:0","18:0_20:0"
"PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0301]","42:10","20:4_22:6"
"PI(16:0/18:2(9Z,12Z))","[GP0601]","34:2","16:0_18:2"
"PS(16:1(9Z)/20:1(11Z))","[GP0301]","36:2","16:1_20:1"
"PS(18:2(9Z,12Z)/19:0)","[GP0301]","37:2","18:2_19:0"
"PS(18:3(6Z,9Z,12Z)/13:0)","[GP0301]","31:3","13:0_18:3"
"PS(22:2(13Z,16Z)/13:0)","[GP0301]","35:2","13:0_22:2"
"PS(22:2(13Z,16Z)/18:0)","[GP0301]","40:2","18:0_22:2"
"PS(12:0/21:0)","[GP0301]","33:0","12:0_21:0"
"PC(20:2(11Z,14Z)/21:0)","[GP0101]","41:2","20:2_21:0"
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)","[GP0101]","36:6","14:0_22:6"
"PC(18:3(9Z,12Z,15Z)/16:1(9Z))","[GP0101]","34:4","16:1_18:3"
"PC(16:0/18:1(11E))","[GP0101]","34:1","16:0_18:1"
"PC(17:0/18:2(9Z,12Z))","[GP0101]","35:2","17:0_18:2"
"PI(17:0/22:2(13Z,16Z))","[GP0601]","39:2","17:0_22:2"
"PI(22:0/13:0)","[GP0601]","35:0","13:0_22:0"
"PI(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0601]","40:8","18:2_22:6"
"PI(20:0/20:2(11Z,14Z))","[GP0601]","40:2","20:0_20:2"
"PI(18:1(9Z)/16:0)","[GP0601]","34:1","16:0_18:1"
"PA(16:1(9Z)/0:0)","[GP1005]","16:1","16:1"
"PC(22:1(13Z)/0:0)","[GP0105]","22:1","22:1"
"PA(16:0/20:1(11Z))","[GP1001]","36:1","16:0_20:1"
"PA(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))","[GP1001]","32:5","14:1_18:4"
"PA(18:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP1001]","38:5","18:0_20:5"
"PA(16:1(9Z)/20:1(11Z))","[GP1001]","36:2","16:1_20:1"
"PC(O-16:0/21:0)","[GP0102]","37:0","16:0_21:0"
"PE(20:3(11Z,14Z,17Z)/0:0)","[GP0205]","20:3","20:3"
"PA(14:0/12:0)","[GP1001]","26:0","12:0_14:0"
"PE(O-16:0/19:0)","[GP0202]","35:0","16:0_19:0"
"PE(22:0/17:0)","[GP0201]","39:0","17:0_22:0"
"PE(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))","[GP0201]","40:5","18:1_22:4"
"PE(17:0/19:0)","[GP0201]","36:0","17:0_19:0"
"PE(15:0/20:2(11Z,14Z))","[GP0201]","35:2","15:0_20:2"
"PG(22:2(13Z,16Z)/20:1(11Z))","[GP0401]","42:3","20:1_22:2"
"PE(16:0/22:4(7Z,10Z,13Z,16Z))","[GP0201]","38:4","16:0_22:4"
"PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0401]","38:6","16:0_22:6"
"PG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0401]","36:6","14:0_22:6"
"PA(O-16:0/18:4(6Z,9Z,12Z,15Z))","[GP1002]","34:4","16:0_18:4"
"PC(P-18:1(9Z)/16:1(9Z))","[GP0103]","34:2","18:1_16:1"
"PG(13:0/18:1(9Z))","[GP0401]","31:1","13:0_18:1"
"DG(12:0/22:2(13Z,16Z)/0:0)[iso2]","[GL0201]","34:2","12:0_22:2"
"DG(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]","[GL0201]","42:9","20:4_22:5"
"DG(18:1(11E)/16:0/0:0)","[GL0201]","34:1","16:0_18:1"
"TG(14:0/14:0/18:4(6Z,9Z,12Z,15Z))[iso3]","[GL0301]","46:4","14:0_14:0_18:4"
"TG(14:1(9Z)/15:0/18:4(6Z,9Z,12Z,15Z))[iso6]","[GL0301]","47:5","14:1_15:0_18:4"
"TG(14:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","50:4","14:0_16:1_20:3"
"TG(12:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","50:5","12:0_18:0_20:5"
"TG(14:0/14:1(9Z)/22:2(13Z,16Z))[iso6]","[GL0301]","50:3","14:0_14:1_22:2"
"TG(14:0/15:0/21:0)[iso6]","[GL0301]","50:0","14:0_15:0_21:0"
"TG(14:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","52:8","14:0_18:3_20:5"
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]","[GL0301]","52:6","14:1_18:3_20:2"
"TG(12:0/17:0/22:0)[iso6]","[GL0301]","51:0","12:0_17:0_22:0"
"TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","52:4","14:0_18:0_20:4"
"TG(13:0/17:0/20:1(11Z))[iso6]","[GL0301]","50:1","13:0_17:0_20:1"
"TG(15:0/18:1(9Z)/20:0)[iso6]","[GL0301]","53:1","15:0_18:1_20:0"
"TG(15:0/17:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","54:3","15:0_17:0_22:3"
"TG(15:0/18:1(9Z)/21:0)[iso6]","[GL0301]","54:1","15:0_18:1_21:0"
"TG(15:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","55:8","15:0_20:3_20:5"
"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/21:0)[iso6]","[GL0301]","55:4","16:1_18:3_21:0"
"TG(14:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","56:5","14:1_20:0_22:4"
"TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6]","[GL0301]","56:4","18:1_18:2_20:1"
"TG(17:0/18:3(9Z,12Z,15Z)/21:0)[iso6]","[GL0301]","56:3","17:0_18:3_21:0"
"TG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]","[GL0301]","56:5","14:0_20:5_22:0"
"TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]","[GL0301]","58:11","18:3_20:4_20:4"
"TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/22:0)[iso6]","[GL0301]","58:6","18:3_18:3_22:0"
"TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3]","[GL0301]","60:14","20:4_20:5_20:5"
"TG(18:0/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","60:5","18:0_20:3_22:2"
"TG(20:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","60:9","20:0_20:4_20:5"
"TG(19:0/20:0/22:2(13Z,16Z))[iso6]","[GL0301]","61:2","19:0_20:0_22:2"
"TG(18:3(9Z,12Z,15Z)/21:0/22:1(13Z))[iso6]","[GL0301]","61:4","18:3_21:0_22:1"
"TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso3]","[GL0301]","62:11","20:4_20:4_22:3"
"TG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:12","18:3_22:4_22:5"
"TG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","66:13","22:4_22:4_22:5"
"TG(18:3(6Z,9Z,12Z)/22:0/22:2(13Z,16Z))[iso6]","[GL0301]","62:5","18:3_22:0_22:2"
"Cer(d20:0/22:0)","[SP0202]","42:0","20:0_22:0"
"Cer(d16:1/23:0)","[SP0201]","39:1","16:1_23:0"
"GalCer(d18:0/24:0)","[SP0501]","42:0","18:0_24:0"
"CL(1'-[18:0/20:0],3'-[18:0/20:0])","[GP1201]","76:0","18:0_18:0_20:0_20:0"
"CL(1'-[20:0/16:0],3'-[20:0/16:0])","[GP1201]","72:0","16:0_16:0_20:0_20:0"
"CL(1'-[18:2(9Z,12Z)/18:0],3'-[20:0/16:0])","[GP1201]","72:2","16:0_18:0_18:2_20:0"
"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[20:0/18:0])","[GP1201]","74:4","18:0_18:2_18:2_20:0"
"DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]","[GL0201]","36:4","14:0_22:4"
"PC(22:1(13Z)/20:0)","[GP0101]","42:1","20:0_22:1"
"PE(16:1(9Z)/18:3(6Z,9Z,12Z))","[GP0201]","34:4","16:1_18:3"
"PE(20:1(11Z)/20:3(8Z,11Z,14Z))","[GP0201]","40:4","20:1_20:3"
"PI(16:1(9Z)/16:0)","[GP0601]","32:1","16:0_16:1"
"PI(18:0/16:0)","[GP0601]","34:0","16:0_18:0"
"PS(18:1(9Z)/16:0)","[GP0301]","34:1","16:0_18:1"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso3]","[GL0301]","62:10","20:5_20:5_22:0"
"PA(22:2(13Z,16Z)/0:0)","[GP1005]","22:2","22:2"
"CL(1'-[18:0/16:0],3'-[18:0/16:0])","[GP1201]","68:0","16:0_16:0_18:0_18:0"
"CL(1'-[18:1(9Z)/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:9","18:0_18:1_20:4_20:4"
"SM(d18:1/16:0)","[SP0301]","34:1","18:1_16:0"
"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])","[GP1201]","72:8","16:0_18:2_18:2_20:4"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","76:11","18:1_18:2_20:4_20:4"
"PS(22:0/16:0)","[GP0301]","38:0","16:0_22:0"
"PA(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))","[GP1001]","38:5","18:3_20:2"
"PA(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)","[GP1001]","34:5","14:0_20:5"
"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))","[GP1001]","44:10","22:4_22:6"
"PE(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))","[GP0201]","40:7","18:3_22:4"
"TG(22:0/22:0/22:0)","[GL0301]","66:0","22:0_22:0_22:0"
"PA(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))","[GP1001]","38:5","16:1_22:4"
"SM(d18:1/18:0)","[SP0301]","36:1","18:1_18:0"
"DG(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]","[GL0201]","40:8","20:3_20:5"
"PE-NMe(18:1(9Z)/18:1(9Z))","[GP0201]","36:2","18:1_18:1"
"GalCer(d18:2/20:1)","[SP0501]","38:3","18:2_20:1"
"PI(16:1(9Z)/0:0)","[GP0605]","16:1","16:1"
"PC(17:0/16:1(9Z))","[GP0101]","33:1","16:1_17:0"
"PC(17:1(9Z)/13:0)","[GP0101]","30:1","13:0_17:1"
"PC(17:1(9Z)/18:1(9Z))","[GP0101]","35:2","17:1_18:1"
"PC(17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0101]","37:7","17:2_20:5"
"PC(18:3(6Z,9Z,12Z)/17:2(9Z,12Z))","[GP0101]","35:5","17:2_18:3"
"PC(20:0/15:1(9Z))","[GP0101]","35:1","15:1_20:0"
"PC(22:1(11Z)/13:0)","[GP0101]","35:1","13:0_22:1"
"PC(20:4(5Z,8Z,11Z,14Z)/14:0)","[GP0101]","34:4","14:0_20:4"
"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))","[GP0101]","42:6","20:4_22:2"
"PC(22:1(11Z)/18:2(9Z,12Z))","[GP0101]","40:3","18:2_22:1"
"PC(O-16:0/17:1(9Z))","[GP0102]","33:1","16:0_17:1"
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)","[GP0101]","42:6","20:0_22:6"
"PC(O-20:0/18:2(9Z,12Z))","[GP0102]","38:2","20:0_18:2"
"PE(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0201]","35:6","13:0_22:6"
"PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","[GP0201]","36:5","14:1_22:4"
"PE(15:0/22:2(13Z,16Z))","[GP0201]","37:2","15:0_22:2"
"PE(17:1(9Z)/18:2(9Z,12Z))","[GP0201]","35:3","17:1_18:2"
"PE(17:1(9Z)/20:3(8Z,11Z,14Z))","[GP0201]","37:4","17:1_20:3"
"PE(17:0/22:4(7Z,10Z,13Z,16Z))","[GP0201]","39:4","17:0_22:4"
"PE(19:1(9Z)/19:1(9Z))","[GP0201]","38:2","19:1_19:1"
"PE(19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0201]","41:7","19:1_22:6"
"PE(20:1(11Z)/17:2(9Z,12Z))","[GP0201]","37:3","17:2_20:1"
"PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))","[GP0201]","38:5","18:3_20:2"
"PE(18:4(6Z,9Z,12Z,15Z)/19:0)","[GP0201]","37:4","18:4_19:0"
"PE(20:2(11Z,14Z)/19:0)","[GP0201]","39:2","19:0_20:2"
"PE(20:2(11Z,14Z)/20:0)","[GP0201]","40:2","20:0_20:2"
"PE(22:1(11Z)/13:0)","[GP0201]","35:1","13:0_22:1"
"PE(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0201]","42:6","20:5_22:1"
