"name","sub_class_id","FA_sum","FA_split"
"TG(18:0/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","60:4","18:0_20:2_22:2"
"TG(17:0/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:9","17:0_20:3_22:6"
"TG(17:1(9Z)/22:1(13Z)/22:1(13Z))[iso3]","[GL0301]","61:3","17:1_22:1_22:1"
"TG(18:2(9Z,12Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:7","18:2_20:0_22:5"
"TG(19:0/20:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","61:3","19:0_20:0_22:3"
"TG(18:0/22:0/22:1(13Z))[iso6]","[GL0301]","62:1","18:0_22:0_22:1"
"TG(17:2(9Z,12Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:6","17:2_21:0_22:4"
"TG(17:1(9Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:7","17:1_21:0_22:6"
"TG(16:1(9Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","60:7","16:1_22:2_22:4"
"TG(17:2(9Z,12Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","60:7","17:2_21:0_22:5"
"TG(18:3(9Z,12Z,15Z)/21:0/22:0)[iso6]","[GL0301]","61:3","18:3_21:0_22:0"
"TG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso3]","[GL0301]","62:9","20:3_20:3_22:3"
"TG(20:2(11Z,14Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso3]","[GL0301]","62:6","20:2_20:2_22:2"
"TG(18:1(9Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:7","18:1_21:0_22:6"
"TG(18:1(9Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","[GL0301]","62:5","18:1_22:2_22:2"
"TG(20:3(8Z,11Z,14Z)/21:0/22:2(13Z,16Z))[iso6]","[GL0301]","63:5","20:3_21:0_22:2"
"TG(18:3(9Z,12Z,15Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:9","18:3_22:1_22:5"
"TG(18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:11","18:3_22:3_22:5"
"TG(20:1(11Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","63:6","20:1_21:0_22:5"
"TG(20:0/22:1(13Z)/22:2(13Z,16Z))[iso6]","[GL0301]","64:3","20:0_22:1_22:2"
"TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","62:11","18:1_22:4_22:6"
"TG(21:0/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6]","[GL0301]","65:5","21:0_22:2_22:3"
"TG(22:0/22:1(13Z)/22:2(13Z,16Z))[iso6]","[GL0301]","66:3","22:0_22:1_22:2"
"DG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/20:5(5Z,8Z,11Z,14Z,17Z)) (d5)","[GL0201]","40:10","20:5_20:5"
"TG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","65:12","21:0_22:6_22:6"
"TG(22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]","[GL0301]","66:10","22:3_22:3_22:4"
"PE(18:2(6Z,9Z)/18:2(6Z,9Z))","[GP0201]","36:4","18:2_18:2"
"PE(20:2(5Z,8Z)/18:0)","[GP0201]","38:2","18:0_20:2"
"PE(16:0/20:4(5Z,8Z,11Z,14Z))","[GP0201]","36:4","16:0_20:4"
"PE(26:2(5E,9Z)/26:2(5E,9Z))","[GP0201]","52:4","26:2_26:2"
"PE(14:0/16:0)","[GP0201]","30:0","14:0_16:0"
"TG(17:0/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:6","17:0_20:1_22:5"
"(3'-sulfo)Galbeta-Cer(d18:1/22:0(2OH))","[SP0602]","40:1","18:1_22:0"
"PE(P-18:0/0:0)","[GP0207]","18:0","18:0"
"PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))","[GP0101]","38:5","18:4_20:1"
"SM(d18:1/20:1)","[SP0301]","38:2","18:1_20:1"
"SM(d18:2/18:1)","[SP0301]","36:3","18:2_18:1"
"SM(d18:2/15:0)","[SP0301]","33:2","18:2_15:0"
"SM(d18:2/20:0)","[SP0301]","38:2","18:2_20:0"
"PC(22:2(13Z,16Z)/15:0)","[GP0101]","37:2","15:0_22:2"
"PE(19:1(9Z)/16:0)","[GP0201]","35:1","16:0_19:1"
"PC(17:0/19:1(9Z))","[GP0101]","36:1","17:0_19:1"
"PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","[GP0101]","40:6","20:2_20:4"
"PC(P-16:0/18:0)","[GP0103]","34:0","16:0_18:0"
"PE(19:1(9Z)/20:3(8Z,11Z,14Z))","[GP0201]","39:4","19:1_20:3"
"PE(20:1(11Z)/16:1(9Z))","[GP0201]","36:2","16:1_20:1"
"PE(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0201]","42:9","20:5_22:4"
"PE(P-16:0/18:3(6Z,9Z,12Z))","[GP0203]","34:3","16:0_18:3"
"PA(14:1(9Z)/17:2(9Z,12Z))","[GP1001]","31:3","14:1_17:2"
"PA(14:1(9Z)/22:1(11Z))","[GP1001]","36:2","14:1_22:1"
"PA(17:1(9Z)/22:4(7Z,10Z,13Z,16Z))","[GP1001]","39:5","17:1_22:4"
"PA(17:2(9Z,12Z)/22:2(13Z,16Z))","[GP1001]","39:4","17:2_22:2"
"PA(18:3(9Z,12Z,15Z)/17:2(9Z,12Z))","[GP1001]","35:5","17:2_18:3"
"PA(20:1(11Z)/15:1(9Z))","[GP1001]","35:2","15:1_20:1"
"PA(19:1(9Z)/20:0)","[GP1001]","39:1","19:1_20:0"
"PA(19:1(9Z)/20:3(8Z,11Z,14Z))","[GP1001]","39:4","19:1_20:3"
"PA(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP1001]","39:6","19:1_20:5"
"PA(20:0/22:2(13Z,16Z))","[GP1001]","42:2","20:0_22:2"
"PA(20:4(5Z,8Z,11Z,14Z)/15:1(9Z))","[GP1001]","35:5","15:1_20:4"
"PA(20:4(5Z,8Z,11Z,14Z)/20:0)","[GP1001]","40:4","20:0_20:4"
"PA(22:1(11Z)/14:0)","[GP1001]","36:1","14:0_22:1"
"PA(22:1(11Z)/18:4(6Z,9Z,12Z,15Z))","[GP1001]","40:5","18:4_22:1"
"PA(22:1(11Z)/20:1(11Z))","[GP1001]","42:2","20:1_22:1"
"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)","[GP1001]","34:6","12:0_22:6"
"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:1(9Z))","[GP1001]","37:7","15:1_22:6"
"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","[GP1001]","40:7","18:1_22:6"
"PA(O-20:0/20:2(11Z,14Z))","[GP1002]","40:2","20:0_20:2"
"PA(P-16:0/21:0)","[GP1003]","37:0","16:0_21:0"
"PA(P-16:0/22:0)","[GP1003]","38:0","16:0_22:0"
"PI(14:1(9Z)/21:0)","[GP0601]","35:1","14:1_21:0"
"PI(14:1(9Z)/18:3(9Z,12Z,15Z))","[GP0601]","32:4","14:1_18:3"
"PI(12:0/17:1(9Z))","[GP0601]","29:1","12:0_17:1"
"PI(15:1(9Z)/20:2(11Z,14Z))","[GP0601]","35:3","15:1_20:2"
"PA(17:0/20:0)","[GP1001]","37:0","17:0_20:0"
"PI(18:3(6Z,9Z,12Z)/15:1(9Z))","[GP0601]","33:4","15:1_18:3"
"PI(17:2(9Z,12Z)/20:2(11Z,14Z))","[GP0601]","37:4","17:2_20:2"
"PI(16:0/13:0)","[GP0601]","29:0","13:0_16:0"
"PI(18:3(6Z,9Z,12Z)/19:1(9Z))","[GP0601]","37:4","18:3_19:1"
"PI(18:3(6Z,9Z,12Z)/19:0)","[GP0601]","37:3","18:3_19:0"
"PI(18:4(6Z,9Z,12Z,15Z)/21:0)","[GP0601]","39:4","18:4_21:0"
"PI(19:0/18:1(9Z))","[GP0601]","37:1","18:1_19:0"
"PI(20:0/15:1(9Z))","[GP0601]","35:1","15:1_20:0"
"PI(20:0/19:1(9Z))","[GP0601]","39:1","19:1_20:0"
"PI(20:3(8Z,11Z,14Z)/19:1(9Z))","[GP0601]","39:4","19:1_20:3"
"PI(20:2(11Z,14Z)/22:1(11Z))","[GP0601]","42:3","20:2_22:1"
"PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))","[GP0601]","40:6","20:1_20:5"
"PI(22:4(7Z,10Z,13Z,16Z)/17:1(9Z))","[GP0601]","39:5","17:1_22:4"
"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))","[GP0601]","42:10","20:4_22:6"
"PI(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","[GP0601]","38:6","18:2_20:4"
"PG(14:1(9Z)/20:3(8Z,11Z,14Z))","[GP0401]","34:4","14:1_20:3"
"PI(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0601]","44:10","22:4_22:6"
"PI(18:0/18:2(9Z,12Z))","[GP0601]","36:2","18:0_18:2"
"PG(14:0/18:3(6Z,9Z,12Z))","[GP0401]","32:3","14:0_18:3"
"PG(18:1(9Z)/15:0)","[GP0401]","33:1","15:0_18:1"
"PG(16:1(9Z)/19:1(9Z))","[GP0401]","35:2","16:1_19:1"
"PG(18:3(9Z,12Z,15Z)/18:0)","[GP0401]","36:3","18:0_18:3"
"PG(19:1(9Z)/16:0)","[GP0401]","35:1","16:0_19:1"
"PG(19:1(9Z)/18:3(6Z,9Z,12Z))","[GP0401]","37:4","18:3_19:1"
"PG(19:1(9Z)/17:0)","[GP0401]","36:1","17:0_19:1"
"PG(19:0/18:3(6Z,9Z,12Z))","[GP0401]","37:3","18:3_19:0"
"PG(20:0/19:1(9Z))","[GP0401]","39:1","19:1_20:0"
"PG(20:0/22:1(11Z))","[GP0401]","42:1","20:0_22:1"
"PG(21:0/19:1(9Z))","[GP0401]","40:1","19:1_21:0"
"PG(22:1(11Z)/14:0)","[GP0401]","36:1","14:0_22:1"
"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","[GP0401]","40:9","18:3_22:6"
"PG(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))","[GP0401]","40:6","18:2_22:4"
"PG(20:0/20:4(5Z,8Z,11Z,14Z))","[GP0401]","40:4","20:0_20:4"
"PS(13:0/18:3(9Z,12Z,15Z))","[GP0301]","31:3","13:0_18:3"
"PS(16:1(9Z)/12:0)","[GP0301]","28:1","12:0_16:1"
"PS(17:1(9Z)/20:0)","[GP0301]","37:1","17:1_20:0"
"PS(17:2(9Z,12Z)/18:2(9Z,12Z))","[GP0301]","35:4","17:2_18:2"
"PS(17:2(9Z,12Z)/22:1(11Z))","[GP0301]","39:3","17:2_22:1"
"PS(18:3(6Z,9Z,12Z)/17:0)","[GP0301]","35:3","17:0_18:3"
"PS(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0301]","38:9","18:4_20:5"
"PS(18:3(6Z,9Z,12Z)/19:1(9Z))","[GP0301]","37:4","18:3_19:1"
"PS(20:0/15:1(9Z))","[GP0301]","35:1","15:1_20:0"
"PS(20:3(8Z,11Z,14Z)/19:1(9Z))","[GP0301]","39:4","19:1_20:3"
"PS(20:0/15:0)","[GP0301]","35:0","15:0_20:0"
"PS(21:0/19:1(9Z))","[GP0301]","40:1","19:1_21:0"
"PS(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))","[GP0301]","38:8","18:3_20:5"
"PS(20:5(5Z,8Z,11Z,14Z,17Z)/22:0)","[GP0301]","42:5","20:5_22:0"
"PS(21:0/18:1(9Z))","[GP0301]","39:1","18:1_21:0"
"PS(22:1(11Z)/20:1(11Z))","[GP0301]","42:2","20:1_22:1"
"PS(22:2(13Z,16Z)/17:2(9Z,12Z))","[GP0301]","39:4","17:2_22:2"
"PS(22:1(11Z)/22:2(13Z,16Z))","[GP0301]","44:3","22:1_22:2"
"PS(22:0/22:0)","[GP0301]","44:0","22:0_22:0"
"PS(19:0/15:0)","[GP0301]","34:0","15:0_19:0"
"PS(18:0/20:5(5Z,8Z,11Z,14Z,17Z))","[GP0301]","38:5","18:0_20:5"
"DG(12:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]","[GL0201]","32:4","12:0_20:4"
"DG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/0:0)","[GL0201]","36:8","18:4_18:4"
"DG(14:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]","[GL0201]","31:3","14:1_17:2"
"DG(19:1(9Z)/21:0/0:0)[iso2]","[GL0201]","40:1","19:1_21:0"
"DG(14:1(9Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]","[GL0201]","36:4","14:1_22:3"
"TG(14:1(9Z)/14:1(9Z)/18:3(9Z,12Z,15Z))[iso3]","[GL0301]","46:5","14:1_14:1_18:3"
"TG(12:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","[GL0301]","56:10","12:0_22:5_22:5"
"TG(14:1(9Z)/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso3]","[GL0301]","50:6","14:1_14:1_22:4"
"TG(15:1(9Z)/18:1(9Z)/18:1(9Z))[iso3]","[GL0301]","51:3","15:1_18:1_18:1"
"TG(18:1(9Z)/22:1(11Z)/22:1(11Z))[iso3]","[GL0301]","62:3","18:1_22:1_22:1"
"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]","[GL0301]","54:7","18:2_18:2_18:3"
"TG(12:0/13:0/18:3(9Z,12Z,15Z))[iso6]","[GL0301]","43:3","12:0_13:0_18:3"
"TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:0)[iso3]","[GL0301]","58:4","18:4_20:0_20:0"
"TG(19:1(9Z)/20:1(11Z)/20:1(11Z))[iso3]","[GL0301]","59:3","19:1_20:1_20:1"
"TG(12:0/13:0/17:0)[iso6]","[GL0301]","42:0","12:0_13:0_17:0"
"TG(12:0/15:0/17:1(9Z))[iso6]","[GL0301]","44:1","12:0_15:0_17:1"
"TG(12:0/15:1(9Z)/16:0)[iso6]","[GL0301]","43:1","12:0_15:1_16:0"
"TG(12:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","49:5","12:0_15:0_22:5"
"TG(12:0/17:1(9Z)/18:0)[iso6]","[GL0301]","47:1","12:0_17:1_18:0"
"TG(12:0/18:0/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","52:3","12:0_18:0_22:3"
"TG(13:0/14:1(9Z)/19:0)[iso6]","[GL0301]","46:1","13:0_14:1_19:0"
"TG(13:0/16:1(9Z)/18:3(9Z,12Z,15Z))[iso6]","[GL0301]","47:4","13:0_16:1_18:3"
"TG(13:0/17:2(9Z,12Z)/21:0)[iso6]","[GL0301]","51:2","13:0_17:2_21:0"
"TG(13:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","51:9","13:0_18:4_20:5"
"TG(14:0/15:0/18:2(9Z,12Z))[iso6]","[GL0301]","47:2","14:0_15:0_18:2"
"TG(14:0/15:0/18:3(9Z,12Z,15Z))[iso6]","[GL0301]","47:3","14:0_15:0_18:3"
"TG(14:0/17:0/18:3(9Z,12Z,15Z))[iso6]","[GL0301]","49:3","14:0_17:0_18:3"
"TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","50:4","14:0_16:0_20:4"
"TG(14:0/17:0/22:0)[iso6]","[GL0301]","53:0","14:0_17:0_22:0"
"TG(14:0/17:1(9Z)/19:1(9Z))[iso6]","[GL0301]","50:2","14:0_17:1_19:1"
"TG(14:0/18:0/22:2(13Z,16Z))[iso6]","[GL0301]","54:2","14:0_18:0_22:2"
"TG(14:0/18:2(9Z,12Z)/20:0)[iso6]","[GL0301]","52:2","14:0_18:2_20:0"
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]","[GL0301]","52:6","14:0_18:4_20:2"
"TG(14:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]","[GL0301]","52:5","14:0_18:3_20:2"
"TG(14:0/19:0/20:1(11Z))[iso6]","[GL0301]","53:1","14:0_19:0_20:1"
"TG(14:1(9Z)/16:0/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","50:4","14:1_16:0_20:3"
"TG(14:1(9Z)/15:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","51:6","14:1_15:0_22:5"
"TG(14:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","54:8","14:0_20:3_20:5"
"TG(14:1(9Z)/16:1(9Z)/18:1(9Z))[iso6]","[GL0301]","48:3","14:1_16:1_18:1"
"TG(14:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso6]","[GL0301]","48:4","14:1_16:1_18:2"
"TG(14:1(9Z)/17:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","53:6","14:1_17:1_22:4"
"TG(14:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6]","[GL0301]","49:4","14:1_17:2_18:1"
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","52:7","14:1_18:3_20:3"
"TG(14:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]","[GL0301]","52:6","14:1_18:2_20:3"
"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","54:7","14:1_18:3_22:3"
"TG(15:0/15:1(9Z)/18:2(9Z,12Z))[iso6]","[GL0301]","48:3","15:0_15:1_18:2"
"TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","56:10","14:1_20:4_22:5"
"TG(15:0/16:0/18:1(9Z))[iso6]","[GL0301]","49:1","15:0_16:0_18:1"
"TG(15:0/15:1(9Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","52:4","15:0_15:1_22:3"
"TG(15:0/17:1(9Z)/19:1(9Z))[iso6]","[GL0301]","51:2","15:0_17:1_19:1"
"TG(15:0/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6]","[GL0301]","52:4","15:0_17:2_20:2"
"TG(15:0/18:0/22:1(11Z))[iso6]","[GL0301]","55:1","15:0_18:0_22:1"
"TG(15:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","53:4","15:0_18:0_20:4"
"TG(15:0/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","54:5","15:0_19:0_20:5"
"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]","[GL0301]","53:5","15:0_18:4_20:1"
"TG(15:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","55:6","15:0_18:0_22:6"
"TG(15:0/18:0/18:3(6Z,9Z,12Z))[iso6]","[GL0301]","51:3","15:0_18:0_18:3"
"TG(15:0/17:0/20:1(11Z))[iso6]","[GL0301]","52:1","15:0_17:0_20:1"
"TG(15:0/17:0/22:2(13Z,16Z))[iso6]","[GL0301]","54:2","15:0_17:0_22:2"
"TG(15:0/19:1(9Z)/21:0)[iso6]","[GL0301]","55:1","15:0_19:1_21:0"
"TG(15:0/21:0/22:2(13Z,16Z))[iso6]","[GL0301]","58:2","15:0_21:0_22:2"
"TG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","57:11","15:0_20:5_22:6"
"TG(15:1(9Z)/17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","54:7","15:1_17:2_22:4"
"TG(15:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]","[GL0301]","55:3","15:1_18:2_22:0"
"TG(15:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","54:5","15:1_19:0_20:4"
"TG(15:1(9Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:5","15:1_20:2_22:2"
"TG(15:1(9Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:7","15:1_22:1_22:5"
"TG(15:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:11","15:1_22:4_22:6"
"TG(16:0/17:0/19:1(9Z))[iso6]","[GL0301]","52:1","16:0_17:0_19:1"
"TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","[GL0301]","54:8","16:0_18:4_20:4"
"TG(16:0/17:0/22:1(11Z))[iso6]","[GL0301]","55:1","16:0_17:0_22:1"
"TG(16:0/17:1(9Z)/19:1(9Z))[iso6]","[GL0301]","52:2","16:0_17:1_19:1"
"TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:1(9Z))[iso6]","[GL0301]","53:6","16:1_18:4_19:1"
"TG(17:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]","[GL0301]","57:7","17:1_18:4_22:2"
"TG(18:0/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","59:6","18:0_19:1_22:5"
"TG(18:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6]","[GL0301]","58:4","18:1_18:2_22:1"
"TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","58:9","18:1_18:4_22:4"
"TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","58:11","18:1_18:4_22:6"
"TG(18:1(9Z)/19:1(9Z)/22:2(13Z,16Z))[iso6]","[GL0301]","59:4","18:1_19:1_22:2"
"TG(18:1(9Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","62:5","18:1_22:1_22:3"
"TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6]","[GL0301]","58:7","18:2_18:4_22:1"
"TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","[GL0301]","58:10","18:3_18:3_22:4"
"TG(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","58:13","18:3_18:4_22:6"
"TG(18:3(6Z,9Z,12Z)/19:1(9Z)/21:0)[iso6]","[GL0301]","58:4","18:3_19:1_21:0"
"TG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]","[GL0301]","56:12","18:3_18:4_20:5"
"TG(18:4(6Z,9Z,12Z,15Z)/19:0/22:1(11Z))[iso6]","[GL0301]","59:5","18:4_19:0_22:1"
"TG(18:4(6Z,9Z,12Z,15Z)/20:0/22:2(13Z,16Z))[iso6]","[GL0301]","60:6","18:4_20:0_22:2"
"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:9","18:4_21:0_22:5"
"TG(18:4(6Z,9Z,12Z,15Z)/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","[GL0301]","60:8","18:4_20:1_22:3"
"TG(19:0/19:1(9Z)/22:0)[iso6]","[GL0301]","60:1","19:0_19:1_22:0"
"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","[GL0301]","61:12","19:1_20:5_22:6"
"PC(20:3(5Z,8Z,11Z)/18:1(9Z))","[GP0101]","38:4","18:1_20:3"
"PC(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))","[GP0101]","38:6","18:3_20:3"
"PC(16:1(9Z)/20:3(5Z,8Z,11Z))","[GP0101]","36:4","16:1_20:3"
"PC(P-18:1(11Z)/16:0)","[GP0103]","34:1","18:1_16:0"
"Cer(d16:1/24:0)","[SP0201]","40:1","16:1_24:0"
"Cer(d14:2(4E,6E)/22:0(2OH))","[SP0201]","36:2","14:2_22:0"
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))","[SP0201]","38:3","16:2_22:1"
"GlcCer(d16:2(4E,6E)/20:0)","[SP0501]","36:2","16:2_20:0"
"GlcCer(d14:1(4E)/22:1(13Z)(2OH))","[SP0501]","36:2","14:1_22:1"
"PE(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[GP0202]","40:6","18:0_22:6"
"CL(1'-[16:0/18:0],3'-[18:1(9Z)/18:2(9Z,12Z)])","[GP1201]","70:3","16:0_18:0_18:1_18:2"
"CL(1'-[16:0/18:2(9Z,12Z)],3'-[20:0/18:0])","[GP1201]","72:2","16:0_18:0_18:2_20:0"
"CL(1'-[16:0/20:0],3'-[18:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","74:4","16:0_18:0_20:0_20:4"
"CL(1'-[16:0/20:4(5Z,8Z,11Z,14Z)],3'-[20:0/18:0])","[GP1201]","74:4","16:0_18:0_20:0_20:4"
"CL(1'-[18:0/20:0],3'-[20:0/20:4(5Z,8Z,11Z,14Z)])","[GP1201]","78:4","18:0_20:0_20:0_20:4"
"CL(1'-[18:0/20:0],3'-[18:1(9Z)/18:0])","[GP1201]","74:1","18:0_18:0_18:1_20:0"
"CL(1'-[18:2(9Z,12Z)/18:1(9Z)],3'-[18:0/16:0])","[GP1201]","70:3","16:0_18:0_18:1_18:2"
"CL(1'-[20:0/16:0],3'-[18:1(9Z)/20:0])","[GP1201]","74:1","16:0_18:1_20:0_20:0"
"CL(1'-[20:0/16:0],3'-[18:2(9Z,12Z)/18:2(9Z,12Z)])","[GP1201]","72:4","16:0_18:2_18:2_20:0"
"CL(1'-[20:0/18:1(9Z)],3'-[18:0/18:0])","[GP1201]","74:1","18:0_18:0_18:1_20:0"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:1(9Z)/18:1(9Z)])","[GP1201]","76:6","18:1_18:1_20:0_20:4"
"CL(1'-[20:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:2(9Z,12Z)/16:0])","[GP1201]","74:6","16:0_18:2_20:0_20:4"
